symbol,roe_change,tagrt_change,workcap_change,eps_change
SHSE.600201_2019q2,-5.7956,7.2107,-5558528,0.01
SHSE.600098_2019q2,2.0759,-0.0763,1388290800,0.1168
SHSE.600155_2019q2,-3.1911,32.9706,-827945984,0.01
SHSE.600160_2019q2,-0.4919,-0.7758,-502707712,0.122
SHSE.600161_2019q2,1.4939,0.3803,94933504,0.13
SHSE.600158_2019q2,2.9208,-15.3815,-39083392,0.0281
SHSE.600171_2019q2,-4.5224,-11.45,-1479040,0.064
SHSE.600216_2019q2,0.3833,16.2919,-141656576,0.156
SHSE.600166_2019q2,1.1795,-29.9782,-2270446848,0.0256
SHSE.600167_2019q2,-22.5095,0.1287,-37579520,-0.0867
SZSE.000400_2019q2,3.1438,-0.4203,105510912,0.1471
SZSE.000401_2019q2,20.7848,-22.5566,-687497216,0.9893
SZSE.000402_2019q2,-1.0021,29.9131,285257728,0.15
SHSE.600195_2019q2,-0.7885,11.6378,101604608,0.1228
SHSE.600260_2019q2,-2.5344,-2.0612,189657088,0.43
SZSE.000426_2019q2,-0.821,-9.6884,-945886720,-0.0271
SHSE.600256_2019q2,-1.3286,8.8459,-1019623424,0.0495
SHSE.600307_2019q2,12.8952,0.4012,554937344,0.1179
SHSE.600312_2019q2,0.1035,3.2462,96580096,0.02
SHSE.600258_2019q2,5.256,-1.293,-290146176,0.299
SHSE.600259_2019q2,3.0903,41.9292,42528640,0.16
SHSE.600315_2019q2,-0.7907,1.9944,197000704,0.31
SHSE.600316_2019q2,1.6662,88.3188,-7533344,0.0003
SHSE.600266_2019q2,-11.8726,81.7802,2118365184,-0.161
SHSE.600317_2019q2,-0.3294,-4.6409,149597184,0.0433
SHSE.600273_2019q2,-0.8975,-6.5222,-344862464,0.22
SZSE.000501_2019q2,0.0069,2.0672,-290556928,0.4
SHSE.600325_2019q2,4.0932,-266.9036,2677063680,0.39
SHSE.600282_2019q2,2.3563,-2.5182,-137542144,0.2267
SHSE.600277_2019q2,2.1395,-6.6804,1645699584,0.16
SHSE.600329_2019q2,-1.2963,4.9821,-167508224,0.201
SHSE.600335_2019q2,-0.3588,23.4573,866205184,0.0925
SHSE.600291_2019q2,-26.7371,-15.316,0,-1.4267
SZSE.000513_2019q2,-0.5401,-1.8627,-444431360,0.48
SHSE.600338_2019q2,5.9283,3.0903,114035456,0.18
SHSE.600339_2019q2,-0.4312,-13.6395,43399168,0.0026
SHSE.600350_2019q2,2.6521,-3.2522,-486423296,0.202
SHSE.600298_2019q2,-0.4229,0.0194,163618944,0.2758
SZSE.000519_2019q2,0.4078,-8.6263,-18902528,0.0638
SHSE.600348_2019q2,0.0382,-8.2121,-728690688,0.22
SHSE.600410_2019q2,-9.013,-29.9203,101654656,-0.015
SZSE.000528_2019q2,0.9651,-4.9178,813918720,0.2438
SHSE.600409_2019q2,0.1937,-4.7153,-362259680,0.096
SHSE.600415_2019q2,4.4341,0.5886,838449136,0.08
SZSE.000536_2019q2,0.4011,-0.4245,-881716992,-0.123
SZSE.000537_2019q2,6.4708,26.1005,-2098886656,0.52
SZSE.000488_2019q2,5.0286,0.7767,-1240617984,0.05
SZSE.000543_2019q2,1.1729,-10.6365,-4338618880,0.117
SHSE.600373_2019q2,-1.241,-2.0586,-350785024,0.29
SHSE.600418_2019q2,-0.0691,0.1039,-2346946176,0.04
SZSE.000600_2019q2,-4.1744,-2.5665,66850816,0.044
SHSE.600380_2019q2,-1.3121,-1.705,-769911808,0.1241
SHSE.600426_2019q2,0.1038,-1.9054,111450496,0.41
SHSE.600376_2019q2,11.0593,-2.7296,3580207104,0.6257
SZSE.000547_2019q2,0.4129,0.7057,-12691456,0.08
SZSE.000553_2019q2,-1.3154,-0.6216,787442688,0.0906
SHSE.600428_2019q2,0.7727,-3.6037,154486784,0.032
SHSE.600435_2019q2,0.6953,24.3979,-16297472,0.0026
SZSE.000563_2019q2,-2.5861,-39.5213,0,0.0268
SHSE.600392_2019q2,4.205,-0.0615,30062080,0.0836
SHSE.600388_2019q2,2.5951,2.1616,-71299328,0.16
SZSE.000564_2019q2,1.458,4.1918,329633792,0.0194
SZSE.000559_2019q2,-3.8198,-3.5334,-554516608,0.038
SZSE.300001_2019q2,0.6966,0.6374,-258344672,0.04
SHSE.600500_2019q2,1.0564,-1.3905,-722082816,0.14
SZSE.300002_2019q2,-0.3217,7.6198,-125666944,-0.057
SHSE.601000_2019q2,0.2539,-31.6281,-582660096,0.0786
SHSE.601001_2019q2,-1.0482,12.0152,851326336,0.13
SHSE.600446_2019q2,29.5181,-26.4371,33877376,0.2051
SZSE.000623_2019q2,-3.9956,-12.2438,-190276608,0.2
SZSE.300010_2019q2,-1.0904,-17.714,56382832,0.0122
SHSE.601003_2019q2,10.029,10.9042,-653959424,0.344
SHSE.601005_2019q2,3.3124,0.5036,384793088,0.05
SZSE.300012_2019q2,4.9287,-4.007,34078848,0.0691
SHSE.600460_2019q2,0.6465,-1.2523,-60344896,0.026
SZSE.000581_2019q2,-1.2033,-6.1411,-453443584,0.57
SHSE.600511_2019q2,3.7381,1.9263,191049728,0.6125
SZSE.300009_2019q2,1.4916,-2.4522,-125682816,0.0773
SHSE.600507_2019q2,0.7986,-1.7184,1047181312,0.41
SZSE.300014_2019q2,-2.0412,-26.1894,2190810576,0.33
SHSE.600515_2019q2,-3.0893,-54.8172,-510498816,-0.0349
SZSE.000636_2019q2,-0.4373,-23.6369,-155225344,0.1545
SHSE.600521_2019q2,2.6779,7.7247,-612950544,0.16
SHSE.600466_2019q2,4.6318,8.1095,8880660480,0.2334
SHSE.601016_2019q2,2.3481,10.7882,161378560,0.047
SHSE.601019_2019q2,6.7243,0.1329,-217299968,0.27
SZSE.300026_2019q2,-0.1565,8.2679,-24108288,0.0577
SZSE.300027_2019q2,-4.6483,8.9498,-732637224,-0.11
SZSE.000598_2019q2,1.2564,2.7804,991775424,0.1126
SHSE.600528_2019q2,1.4027,-2.8289,-654276096,0.22
SHSE.600478_2019q2,-2.2549,11.1619,8078080,-0.05
SHSE.600486_2019q2,-1.1814,-3.9925,-40436736,0.968
SHSE.600536_2019q2,-0.7961,-43.2652,-112479616,-0.21
SZSE.000712_2019q2,-5.8886,8.3325,0,-0.012
SHSE.601100_2019q2,0.5417,-32.5826,23955200,0.39
SHSE.600545_2019q2,0.076,8.2122,89543936,0.0737
SZSE.000717_2019q2,4.729,0.2849,589086208,0.2487
SHSE.600497_2019q2,-0.421,-2.4312,-401479168,0.0656
SZSE.000718_2019q2,6.5595,34.8128,-527054336,0.1442
SHSE.600499_2019q2,-1.0439,-5.7561,-54082432,0.062
SHSE.600549_2019q2,3.5965,-14.902,308139488,0.0737
SZSE.000681_2019q2,1.0854,-22.0221,-209911388,0.107
SHSE.601106_2019q2,-0.0028,14.2388,27550208,0.0034
SZSE.300113_2019q2,-0.1687,3.9209,-403404608,0.14
SZSE.000732_2019q2,-3.9694,-10.1359,-4676452352,0.4729
SZSE.300058_2019q2,0.0431,-2.3856,514494464,0.11
SZSE.000727_2019q2,-8.5199,-11.8876,1368391366,-0.1473
SHSE.600557_2019q2,1.112,2.149,-317388288,0.22
SHSE.600563_2019q2,1.5783,-3.3331,-176650752,0.4921
SZSE.300115_2019q2,1.5349,3.129,-81533280,0.0851
SZSE.000729_2019q2,5.9347,-3.7674,606264832,0.1608
SZSE.000690_2019q2,-3.529,14.0765,-1362541952,0.04
SZSE.000685_2019q2,-2.1312,1.608,-361701216,0.13
SZSE.000686_2019q2,-7.1118,-52.6504,0,0.01
SZSE.300072_2019q2,0.0872,-7.538,-979328000,0.006
SHSE.600565_2019q2,2.9324,34.316,725570560,0.1
SZSE.000738_2019q2,1.6097,-4.9833,110510336,0.0976
SHSE.600567_2019q2,0.0138,-2.8226,-594792704,0.1023
SHSE.600572_2019q2,1.6059,4.1757,-235097216,0.081
SHSE.601118_2019q2,0.9553,-30.9242,63060480,0.015
SHSE.600623_2019q2,-1.1855,-5.5562,-189612544,0.09
SHSE.601068_2019q2,-2.229,-3.0873,1628058624,-0.0218
SZSE.000750_2019q2,-1.6462,24.1585,0,0.03
SHSE.600580_2019q2,4.5418,-9.256,-113767616,0.2936
SHSE.600575_2019q2,5.0091,-3.1666,2227181832,0.08
SZSE.300133_2019q2,-3.7582,-81.4861,4245504,-0.05
SHSE.601127_2019q2,-5.0045,-2.1607,-776074496,-0.21
SHSE.600582_2019q2,5.1592,-29.3984,227321856,0.117
SZSE.300134_2019q2,-0.1275,12.2135,2869248,0.02
SHSE.600633_2019q2,-4.4339,-2.1501,-1085694080,0.06
SHSE.601128_2019q2,-1.1689,-5.6243,0,0.15
SHSE.600584_2019q2,-2.7348,-1.2889,503673856,-0.13
SHSE.600640_2019q2,-0.4688,15.0851,-212751872,0.0223
SZSE.000761_2019q2,-0.9345,1.7933,-634383488,0.05
SZSE.300088_2019q2,4.3792,-22.0453,-699219712,0.1178
SZSE.000807_2019q2,1.4097,4.4214,-1402550272,0.04
SZSE.000758_2019q2,-2.3526,9.7885,-604878336,0.005
SZSE.000813_2019q2,-0.0894,-5.5792,137672192,0.0546
SHSE.600642_2019q2,1.15,-10.9624,1729920768,0.164
SHSE.600643_2019q2,1.9597,-28.007,-1478841280,0.225
SHSE.600639_2019q2,-0.3064,-33.5342,32714720,0.1941
SHSE.601139_2019q2,1.6797,5.7177,-95048448,0.13
SZSE.000766_2019q2,0.6571,-7.1443,7806336,0.0673
SHSE.600645_2019q2,0.0441,3.8982,-24942264,0.07
SHSE.601200_2019q2,0.5024,0.2702,1628696672,0.1257
SHSE.600597_2019q2,3.0651,-2.2785,-36400256,0.1847
SHSE.600598_2019q2,5.2948,12.7755,-227148672,0.243
SHSE.600648_2019q2,-9.0951,-20.5097,1432612992,0.09
SHSE.601098_2019q2,1.3275,-7.4648,-1025392640,0.2
SHSE.601099_2019q2,-6.8275,7.9719,0,0.001
SHSE.600704_2019q2,-2.1208,-10.9134,-1404362752,0.1412
SHSE.600649_2019q2,-2.5618,36.5152,2213709824,0.03
SZSE.000825_2019q2,3.0791,0.0789,1099868160,0.144
SZSE.000830_2019q2,1.0005,-8.5726,-1147459584,0.27
SZSE.300207_2019q2,-1.333,11.2592,-1456624928,0.06
SZSE.000826_2019q2,-0.3383,-16.829,-411108096,0.103
SHSE.600707_2019q2,4.1996,-143.5952,-124117120,0.026
SHSE.600657_2019q2,4.4998,-48.0528,-94990336,0.1591
SZSE.000778_2019q2,1.6771,-6.2573,374865664,0.1253
SZSE.300159_2019q2,4.726,23.7143,-490830592,0.0637
SZSE.300166_2019q2,-0.044,-11.7083,1119488,0.04
SHSE.600664_2019q2,8.9202,4.3361,205611072,0.04
SZSE.300168_2019q2,0.087,-10.2104,-105395072,0.0177
SHSE.600717_2019q2,1.6265,-1.6862,-1021106272,0.15
SZSE.300180_2019q2,-4.2963,-21.1714,-550803952,-0.03
SHSE.601168_2019q2,2.0521,-12.8385,1888908800,0.15
SHSE.600718_2019q2,0.408,-2.7864,170947840,0.017
SHSE.600673_2019q2,-8.1582,1.597,-1056462336,0.052
SZSE.300182_2019q2,-1.1905,-11.0397,-425793536,0.0308
SHSE.601231_2019q2,-1.0838,-9.2191,-373734400,0.08
SZSE.000848_2019q2,-15.4582,2.6124,-341401472,0.04
SHSE.601233_2019q2,4.0778,-17.1977,-768496128,0.47
SHSE.601228_2019q2,-0.2677,4.6439,-94431872,0.04
SHSE.600728_2019q2,-9.4966,-30.9179,-87192576,0.0105
SHSE.600729_2019q2,-9.2043,1.2229,-8122160,0.5
SHSE.601179_2019q2,0.2383,2.0597,40136704,0.021
SHSE.600737_2019q2,-2.7003,-5.0034,123668480,0.0449
SZSE.300244_2019q2,5.2331,-16.6253,658078720,0.2826
SHSE.600694_2019q2,-3.6599,-0.4521,372865536,0.84
SZSE.300251_2019q2,-1.7726,-66.1859,-325435136,0.01
SHSE.600739_2019q2,-4.6351,9.0634,418871808,0.0907
SZSE.300197_2019q2,6.2557,-10.1415,21949112,0.0444
SHSE.600745_2019q2,5.8673,-73.8932,-1066282496,0.24
SHSE.600751_2019q2,0.4987,0.0461,782557952,0.0299
SHSE.600801_2019q2,12.8112,-11.4576,77568000,0.83
SZSE.300253_2019q2,2.7996,2.3397,37820288,0.065
SZSE.300199_2019q2,-1.6454,-2.1057,-195771520,0.0232
SZSE.000869_2019q2,-6.1271,-1.9714,-263619072,0.21
SHSE.600748_2019q2,1.7736,-16.4602,97485824,0.13
SHSE.600754_2019q2,-0.2604,0.2775,-604016320,0.2844
SZSE.000930_2019q2,1.4933,-3.0918,81955916,0.0693
SHSE.600699_2019q2,-0.7774,-84.7206,-115200512,0.27
SHSE.600804_2019q2,-1.458,-3.5601,588951040,0
SHSE.600755_2019q2,-3.3379,-20.5069,-1531394048,0.22
SZSE.300257_2019q2,-0.3837,-18.1331,-322390432,0.02
SZSE.000877_2019q2,7.9602,7.0693,66662912,0.4827
SHSE.600811_2019q2,0.0836,26.299,-1365933056,0.049
SZSE.300308_2019q2,0.2611,9.4194,404789504,0.06
SZSE.000932_2019q2,-0.1347,-7.4333,-562131968,0.1676
SZSE.000883_2019q2,1.5885,3.6829,-1117695488,0.098
SHSE.600757_2019q2,0.2705,-7.889,-25917440,0.2
SZSE.000878_2019q2,0.5826,4.1118,382852608,0.1194
SHSE.600763_2019q2,1.4909,-4.1935,83233516,0.35
SZSE.300315_2019q2,-6.0784,-12.8575,95497472,0.01
SHSE.600808_2019q2,7.1191,-4.3539,-2183731776,0.1386
SZSE.300316_2019q2,-0.0224,-5.6734,-324200704,0.1
SHSE.600759_2019q2,0.6429,1.9932,-11800576,0.0105
SHSE.600765_2019q2,1.9322,0.1045,-58260992,0.09
SHSE.600770_2019q2,-1.9525,13.6907,60418304,-0.01
SHSE.600820_2019q2,0.4561,2.2463,1004793344,0.15
SZSE.000937_2019q2,-0.1056,0.3455,-943654656,0.0631
SZSE.000887_2019q2,-3.8573,4.1655,-229842944,0.1169
SZSE.300324_2019q2,-1.6643,-6.114,66187520,-0.0082
SZSE.300274_2019q2,-0.3039,-15.552,108139520,0.11
SHSE.600823_2019q2,8.56,-13.7053,-774907904,0.3501
SHSE.601326_2019q2,4.4777,3.5936,217904720,0.08
SZSE.002002_2019q2,-3.4335,-2.4963,-538874880,0.0326
SHSE.600776_2019q2,1.4587,16.708,-48984064,0.029
SHSE.600827_2019q2,-0.5689,0.0451,97499392,0.16
SHSE.600782_2019q2,3.2973,-3.3072,434746880,0.337
SHSE.600777_2019q2,9.3955,-6.6468,477029944,0.0789
SHSE.601333_2019q2,-0.1225,2.0067,74453952,0.055
SZSE.300285_2019q2,0.3702,-13.1955,55362112,0.12
SZSE.002004_2019q2,2.1862,8.2458,-603803776,0.1
SZSE.000960_2019q2,1.0598,10.6582,-1042116352,0.1587
SHSE.600779_2019q2,-5.6033,2.2218,-529729600,0.2477
SHSE.600835_2019q2,2.6434,-3.0114,-566177792,0.37
SZSE.002013_2019q2,4.6413,-4.3095,495690752,0.074
SHSE.600787_2019q2,1.9365,-16.3398,-41314048,0.0623
SZSE.000959_2019q2,3.4355,-1.3513,391544832,0.1376
SZSE.300296_2019q2,-3.4479,-11.3155,8637440,0.0805
SHSE.600839_2019q2,-0.6822,-2.393,-938197248,0.0007
SZSE.000970_2019q2,0.5491,-1.7365,-69351424,0.0525
SZSE.300297_2019q2,0.375,32.5748,558715136,0.06
SHSE.600845_2019q2,0.2022,-20.7575,-124953600,0.127
SHSE.600901_2019q2,0.5902,7.7879,0,0.13
SZSE.000967_2019q2,2.1128,-1.7429,-288921600,0.125
SHSE.600903_2019q2,3.1957,-1.6562,148404992,0.06
SZSE.002019_2019q2,5.4647,17.6032,63947776,0.28
SZSE.000980_2019q2,-5.7379,-23.7148,-519219968,-0.19
SZSE.002030_2019q2,0.1171,-0.8443,47744064,0.036
SZSE.000975_2019q2,2.4048,-12.5134,38995456,0.1367
SHSE.600862_2019q2,0.8704,7.503,385304320,0.098
SZSE.002028_2019q2,6.5414,-7.099,102915840,0.22
SZSE.000983_2019q2,0.8259,-5.5976,-312811520,0.2139
SHSE.600863_2019q2,7.062,-7.1463,-776589824,0.094
SHSE.600908_2019q2,0.7319,-0.4195,0,0.19
SHSE.600859_2019q2,-1.9041,1.4774,159984896,0.382
SHSE.600909_2019q2,-6.2038,-60.7005,0,0.02
SZSE.000990_2019q2,-0.0632,0.7849,-202546624,0.0688
SZSE.000987_2019q2,7.2276,33.8117,0,0.325
SZSE.300418_2019q2,-1.6687,2.5676,-1863072048,0.18
SZSE.000988_2019q2,4.3913,2.1293,181708800,0.23
SHSE.600917_2019q2,0.256,3.1584,-109319456,0.06
SZSE.002038_2019q2,-2.1529,1.2999,122296832,0.2282
SZSE.300376_2019q2,3.5388,-26.9041,181525472,0.08
SHSE.600874_2019q2,1.0155,-9.67,-191880064,0.085
SHSE.600869_2019q2,1.463,2.853,-415867424,0.053
SZSE.002051_2019q2,0.6481,-17.0673,650226176,0.2
SHSE.600875_2019q2,0.1497,-13.7585,-1625450496,0.13
SZSE.000997_2019q2,-2.358,-3.2261,-89655552,0.1982
SZSE.300383_2019q2,-0.0694,2.3942,70749184,0.12
SHSE.600881_2019q2,1.2102,0.5455,-1218105952,0.02
SZSE.002048_2019q2,4.2124,-6.1624,181068544,0.47
SZSE.000998_2019q2,-5.8253,1.3537,-490492544,-0.0495
SZSE.002049_2019q2,2.9295,18.2487,9237248,0.2072
SZSE.000999_2019q2,-10.9434,7.7179,192985088,0.57
SHSE.600879_2019q2,1.019,0.7013,147591680,0.054
SZSE.002110_2019q2,3.99,7.9841,-2213665280,0.298
SHSE.600884_2019q2,2.6495,-8.4741,-290758784,0.163
SHSE.600885_2019q2,1.7827,-0.286,-41220096,0.2663
SZSE.002056_2019q2,4.0507,0.8382,-50512896,0.13
SZSE.002064_2019q2,0.647,-20.3561,-272300288,0.07
SHSE.600939_2019q2,8.3048,0.3544,27028736,0.17
SZSE.002065_2019q2,1.5688,-1.9819,-361268224,0.0745
SHSE.600895_2019q2,-1.1325,-34.0536,260927488,0.07
SZSE.002118_2019q2,4.3909,14.0918,510112512,0.06
SZSE.002074_2019q2,-1.2052,-26.9548,-1170009856,0.13
SZSE.002075_2019q2,3.5321,0.1334,-410662144,0.0837
SZSE.002131_2019q2,-1.2767,-9.5507,-1115929600,0.016
SZSE.002127_2019q2,7.0221,-30.964,156947968,0.11
SZSE.002128_2019q2,-4.3553,4.0086,-6374163200,0.34
SZSE.300459_2019q2,-1.4343,3.5752,109132288,0.0988
SZSE.002078_2019q2,1.8342,-5.2403,199603968,0.19
SZSE.002129_2019q2,1.1637,-13.5372,1865230208,0.0949
SHSE.600959_2019q2,1.1079,-1.7903,186272384,0.04
SZSE.002085_2019q2,0.9884,1.3457,-640899456,0.1
SHSE.600970_2019q2,6.2617,0.3433,15401728,0.3
SZSE.002092_2019q2,-0.0046,-32.0988,-1053986304,0.0865
SZSE.002093_2019q2,0.0108,5.078,-30957568,0.0367
SHSE.600967_2019q2,1.3191,-4.4655,336889344,0.117
SZSE.002152_2019q2,-0.6308,0.35,-351598592,0.07
SZSE.002203_2019q2,0.7841,13.421,-1185642496,0.177
SZSE.300529_2019q2,5.0586,1.4931,-38773632,0.43
SZSE.002155_2019q2,-0.3992,-22.0345,-145731192,0.0299
SHSE.600985_2019q2,1.3151,19.1867,2503923712,0.46
SZSE.002212_2019q2,2.3768,-12.9127,9289088,0.01
SZSE.002221_2019q2,-1.7296,-30.4046,-795323776,0.1785
SHSE.600996_2019q2,1.8244,-3.2884,127907616,0.09
SZSE.002217_2019q2,0.8204,-7.3146,194312192,0.1
SZSE.002223_2019q2,1.1979,-2.8008,-17400320,0.28
SZSE.002174_2019q2,2.1443,0.8442,-112922624,0.27
SZSE.002180_2019q2,7.1272,1.7358,46375424,0.2661
SZSE.002176_2019q2,0.9316,4.2141,-168729526,0.02
SHSE.601611_2019q2,0.9408,-27.966,1006971008,0.09
SZSE.002233_2019q2,-3.0893,-18.2533,-408281344,0.23
SZSE.002183_2019q2,-0.7799,-3.184,671941632,0.01
SHSE.601608_2019q2,1.8774,-12.541,-1010654912,0.0187
SHSE.601615_2019q2,9.7701,-175.121,-288028928,0.21
SZSE.002191_2019q2,-1.3586,-8.1785,-280453504,0.14
SZSE.002242_2019q2,5.0459,0.3412,-387499392,0.32
SZSE.002244_2019q2,-2.1879,1.5826,-6564814848,0.07
SZSE.002195_2019q2,-5.0482,-160.1021,458018816,0.0136
SZSE.002250_2019q2,-2.3167,3.8422,96468736,0.1
SZSE.002302_2019q2,11.8022,5.2525,260566016,0.27
SZSE.002249_2019q2,9.6308,4.7927,229267456,0.13
SZSE.002266_2019q2,-1.3813,14.7191,-83865472,0.0126
SZSE.002317_2019q2,2.5695,6.6193,-200477184,0.22
SZSE.002268_2019q2,3.4713,-12.1103,-49627904,-0.0039
SZSE.002273_2019q2,2.2655,-5.2556,-149574528,0.07
SHSE.601598_2019q2,2.8702,0.3746,-4132461056,0.1315
SZSE.002280_2019q2,-1.1767,-6.4333,-289710592,0
SZSE.002281_2019q2,0.0565,0.8163,755473664,0.12
SZSE.002340_2019q2,1.239,-14.7998,-283936512,0.06
SZSE.002285_2019q2,4.2215,-4.9389,127558144,0.04
SHSE.601717_2019q2,-0.5279,-153.6541,-890568704,0.202
SHSE.601718_2019q2,-0.1537,3.2715,69189632,0
SZSE.002353_2019q2,6.3701,18.751,266399744,0.4
SHSE.601678_2019q2,-0.86,3.486,-349128128,0.07
SZSE.002407_2019q2,-0.0608,12.9917,24311232,0.06
SZSE.002358_2019q2,-2.5902,-31.0794,-72106624,-0.01
SZSE.002408_2019q2,-0.6891,-10.3298,-54360320,0.089
SZSE.002414_2019q2,8.0933,81.9246,106879872,0.15
SHSE.601689_2019q2,-0.369,-3.8927,-311606784,0.04
SZSE.002371_2019q2,4.9032,-11.8787,377020288,0.2372
SZSE.002366_2019q2,-5.4406,-17.5841,-248496512,0.02
SZSE.002416_2019q2,-0.5093,5.8476,-1157983232,0.0627
SZSE.002372_2019q2,11.3648,-6.3101,-407472512,0.18
SHSE.601801_2019q2,-2.7107,-5.9606,-83291648,0.08
SZSE.001872_2019q2,4.0292,0.4704,3760525472,0.828
SZSE.002368_2019q2,-1.1914,2.3109,-146190720,0.0049
SZSE.002423_2019q2,-1.0302,1.2703,1804469248,0.101
SZSE.002373_2019q2,1.6326,-1.8575,-183503104,0.16
SZSE.002419_2019q2,-3.3616,2.4335,-234838888,0.1579
SZSE.002424_2019q2,-5.0036,-0.7385,-287459712,0.04
SZSE.002375_2019q2,0.4908,6.9479,-467968,0.08
SHSE.601699_2019q2,-1.9677,-5.5538,-596845312,0.21
SZSE.002426_2019q2,3.9561,7.7444,-110140480,-0.0042
SZSE.002382_2019q2,1.029,-42.9261,-132981760,0.14
SHSE.601811_2019q2,3.572,0.4247,-141838336,0.2945
SZSE.002434_2019q2,0.0793,1.54,-155987656,0.09
SZSE.002384_2019q2,0.0151,11.9283,-9744384,0.13
SZSE.002390_2019q2,-0.116,-3.1558,-5060608,0.03
SZSE.002385_2019q2,2.2735,1.557,522328832,0.02
SZSE.002440_2019q2,7.5678,-17.1138,-96308992,0.49
SZSE.002437_2019q2,2.6519,2.7931,-442064384,0.0668
SZSE.002387_2019q2,12.8791,-1665.8598,-2816731648,0.4118
SZSE.002439_2019q2,5.3145,0.4919,1038096768,0.06
SZSE.002444_2019q2,3.8249,-26.7822,85367808,0.2755
SZSE.002500_2019q2,-1.4004,-3.3454,0,0.0597
SZSE.002503_2019q2,-1.1143,-5.4332,691059712,0.03
SZSE.002399_2019q2,-14.6887,-9.6585,-491699808,0.0316
SZSE.002505_2019q2,-0.7663,2.6982,-485611776,0.0013
SZSE.002507_2019q2,0.5627,-1.6966,-129400960,0.2
SZSE.002463_2019q2,6.9324,10.1139,58478976,0.1865
SZSE.002465_2019q2,3.8373,9.1371,-118384640,0.09
SZSE.002470_2019q2,-2.3184,-7.3785,-83005440,0.05
SHSE.601799_2019q2,0.1191,-10.7305,-227393536,0.6122
SHSE.601860_2019q2,2.0249,-12.4131,0,0.12
SZSE.002482_2019q2,1.9927,-0.5551,-839406080,0.08
SZSE.002491_2019q2,-0.3683,-0.2004,-46381376,0.0109
SHSE.601865_2019q2,2.1058,2.0488,-65392960,0.08
SHSE.601866_2019q2,-3.3266,-4.227,2294786048,0.0266
SHSE.601872_2019q2,-0.8984,3.4058,-2093605888,0.03
SZSE.002544_2019q2,-1.0407,-5.9186,54422528,0.0262
SHSE.601869_2019q2,-1.6868,-5.9216,-304341504,0.25
SHSE.601880_2019q2,1.3309,9.6362,-653684992,0.0159
SZSE.002603_2019q2,-3.2128,12.4558,28498432,0.14
SHSE.601928_2019q2,3.6925,0.1722,-124939776,0.2219
SHSE.603000_2019q2,6.0608,13.0872,-35197312,0.06
SZSE.002572_2019q2,7.1451,9.8436,209323008,0.3112
SZSE.002573_2019q2,0.9022,-3.4739,316962944,0.111
SZSE.002625_2019q2,0.8716,15.334,124532224,0.016
SZSE.002583_2019q2,7.3152,-0.6964,4761024,0.0616
SHSE.601958_2019q2,1.7588,-2.62,293933568,0.06
SZSE.002635_2019q2,-5.6938,-13.6004,-699741440,-0.02
SZSE.002640_2019q2,0.213,-11.3495,233794048,0.16
SHSE.601966_2019q2,3.1912,-0.1373,-691183488,0.36
SZSE.002589_2019q2,0.0494,-6.8173,-70505472,0.129
SHSE.601969_2019q2,-0.8141,32.5074,-1481830424,0.003
SHSE.603025_2019q2,4.264,-2.3102,370032320,0.11
SZSE.002701_2019q2,0.047,-0.3305,234861600,0.1083
SHSE.601975_2019q2,-1.6034,-1.3243,30835160,0.0313
SZSE.002653_2019q2,13.2895,-18.5,-679923640,0.17
SZSE.002709_2019q2,-0.4641,4.5806,54580800,0.07
SZSE.002670_2019q2,-10.3461,17.6109,-2909458432,-0.0837
SZSE.002665_2019q2,-1.193,-152.5045,-90469888,-0.0056
SZSE.002672_2019q2,1.7434,-4.7216,-191661312,0.17
SZSE.002681_2019q2,-0.8313,-2.5242,22136064,0.013
SHSE.603056_2019q2,10.1663,0.1781,-203794752,0.16
SZSE.002690_2019q2,8.5572,-16.4952,-341848960,0.2155
SZSE.002745_2019q2,1.0702,-96.6021,-229519232,0.18
SHSE.603077_2019q2,1.2609,-19.0373,-32973248,0.02
SZSE.002812_2019q2,-1.8489,-10.895,-212971856,0.372
SZSE.002807_2019q2,0.2247,-23.2097,0,0.1014
SZSE.002815_2019q2,1.6366,-1.3048,-358673024,0.1713
SZSE.002821_2019q2,3.2031,13.2448,-171588544,0.6
SZSE.002818_2019q2,1.4347,2.4799,126667072,0.12
SZSE.002831_2019q2,-0.3553,1.5493,-330977280,-0.0491
SZSE.002839_2019q2,-0.8705,-7.6945,0,0.12
SHSE.603225_2019q2,1.0765,-20.3838,-769680384,0.27
SZSE.002797_2019q2,-8.1894,-27.5709,0,-0.02
SHSE.603233_2019q2,1.0039,1.8732,954294528,0.27
SHSE.603228_2019q2,1.4675,-8.2027,-205942272,0.28
SZSE.002920_2019q2,0.7895,7.7965,-156215808,0.11
SZSE.002867_2019q2,4.2892,-4.5316,-19992576,0.24
SHSE.603198_2019q2,-10.6192,5.897,-427147776,0.12
SZSE.002925_2019q2,6.5351,20.4243,-337034752,0.57
SZSE.002926_2019q2,-1.0452,-6.279,0,0.14
SHSE.603256_2019q2,0,0,0,0
SZSE.002936_2019q2,2.408,9.5554,0,0.24
SZSE.002941_2019q2,7.1985,15.8161,807145216,0.07
SHSE.603317_2019q2,-10.2863,6.9578,436214656,0.07
SZSE.002946_2019q2,6.9064,-0.0141,-196385344,0.09
SZSE.002948_2019q2,4.201,-53.9361,0,0.2
SHSE.603328_2019q2,1.4647,-0.1371,161763328,0.16
