symbol,roe_change,tagrt_change,workcap_change,eps_change
SHSE.601088_2019q1,1.1209,-15.6491,-35867000832,-1.572
SHSE.601138_2019q1,-18.1558,-14.0355,2912317440,-0.75
SZSE.000768_2019q1,-2.5369,13.7268,-2206750720,-0.1873
SHSE.600703_2019q1,-2.2736,-10.7514,-199408640,-0.54
SHSE.600705_2019q1,-1.3193,-0.1507,15482656256,-0.26
SHSE.601155_2019q1,-39.0731,-49.9638,6239862784,-4.6
SZSE.000776_2019q1,8.3739,106.2863,0,-0.18
SHSE.600655_2019q1,-6.5466,31.5274,2062067712,-0.751
SHSE.600660_2019q1,-9.1767,-4.1693,961021696,-1.4
SHSE.601211_2019q1,4.5392,11.7757,0,-0.37
SZSE.000783_2019q1,10.8072,98.6633,0,0.09
SHSE.601162_2019q1,1.6344,52.452,0,-0.039
SHSE.601212_2019q1,2.2297,3.4573,-6586368,0.005
SHSE.600663_2019q1,-0.9514,161.7084,5407068928,-0.7373
SZSE.000786_2019q1,-9.3914,-15.3725,86357504,-1.266
SHSE.601166_2019q1,2.9557,21.6935,0,-1.9
SHSE.601216_2019q1,3.0147,2.3285,819131520,-0.1851
SHSE.601169_2019q1,2.2337,13.5844,0,-0.61
SHSE.600674_2019q1,-3.348,-6.5672,150148608,-0.641
SHSE.601225_2019q1,-1.6752,2.0734,3425567232,-0.8181
SHSE.600733_2019q1,-0.1486,33.0063,502760448,-0.0364
SHSE.601229_2019q1,0.528,9.668,0,-1.1
SHSE.600690_2019q1,0.8749,-2.0023,-5294223360,-0.875
SHSE.600741_2019q1,-2.6505,-23.4976,1358666752,-1.961
SHSE.601186_2019q1,-2.3125,12.1082,-17224331264,-0.979
SHSE.601236_2019q1,0,0,0,0
SZSE.000858_2019q1,15.9028,-6.0385,6236700672,-1.806
SHSE.601238_2019q1,-0.707,-27.2453,-2154608640,-0.8
SHSE.601198_2019q1,6.002,64.9994,0,-0.166
SHSE.600760_2019q1,0.0424,187.7141,391396864,-0.39
SZSE.000876_2019q1,4.2382,-0.8943,-1421073408,-0.24
SHSE.600809_2019q1,27.2716,-27.3563,1009512448,-0.6807
SHSE.600816_2019q1,23.055,29.5925,0,0.3922
SZSE.000938_2019q1,-0.9428,-2.786,712667136,-0.909
SHSE.601318_2019q1,10.6529,11.8611,0,-3.47
SHSE.601319_2019q1,5.4211,3.7971,0,-0.19
SZSE.000895_2019q1,1.9594,2.6169,1797580288,-1.1017
SZSE.002001_2019q1,-8.0017,-78.9778,-308343808,-1.19
SZSE.000898_2019q1,-12.0587,-10.7356,669000192,-1.041
SHSE.601328_2019q1,1.2104,17.9883,0,-0.68
SZSE.002010_2019q1,-1.6983,-8.0554,1799564544,-0.2
SZSE.000961_2019q1,-2.4131,-56.6324,6008422400,-0.4612
SHSE.601336_2019q1,7.1554,0.4165,0,-1.46
SZSE.002007_2019q1,-4.1754,-12.0081,358102016,-0.9476
SHSE.600837_2019q1,8.1168,90.2751,0,-0.12
SZSE.002008_2019q1,-15.1342,30.2406,89294336,-1.46
SZSE.000963_2019q1,10.2498,13.6678,492626432,-0.9278
SHSE.601288_2019q1,1.3009,-0.447,0,-0.42
SHSE.600795_2019q1,7.5766,-1.6554,16096047104,0.009
SZSE.300347_2019q1,3.1741,-7.6854,26074208,-0.6531
SHSE.600900_2019q1,-8.1935,3.4904,-5976031232,-0.8953
SHSE.601298_2019q1,-0.4689,-10.0943,4055930368,-0.45
SHSE.600848_2019q1,-1.5787,65.7043,570451968,-0.3202
SZSE.002024_2019q1,-16.0008,-4.9107,-2892390400,-1.4253
SHSE.601360_2019q1,-7.1731,-9.0744,431101952,-0.43
SZSE.002032_2019q1,3.8745,-10.7522,377469184,-1.413
SZSE.300408_2019q1,-7.6316,-27.2059,375600128,-0.63
SZSE.300413_2019q1,11.1747,-14.699,99609344,-0.5
SZSE.002027_2019q1,-37.769,-32.9034,-235424256,-0.38
SHSE.600867_2019q1,4.3879,-6.5011,85054464,-0.28
SZSE.002044_2019q1,-19.791,-30.4293,-316169664,-0.3
SHSE.600919_2019q1,1.0698,25.09,0,-0.71
SZSE.002050_2019q1,-3.7393,-5.1981,-171059200,-0.49
SZSE.300433_2019q1,-6.4054,-9.9886,173690880,-0.18
SHSE.600926_2019q1,2.8543,5.8708,0,-0.6
SHSE.601377_2019q1,11.6337,159.7743,0,0.1289
SHSE.600928_2019q1,0.6068,8.1618,0,-0.42
SHSE.601390_2019q1,-1.8389,1.1832,-7461459968,-0.568
SHSE.600886_2019q1,-1.3307,-21.9657,6021841920,-0.4783
SHSE.600887_2019q1,9.2825,0.2063,-2847395840,-0.69
SHSE.600893_2019q1,-4.0155,17.9365,164357376,-0.4683
SZSE.002120_2019q1,-13.058,112.8379,57806336,-1.27
SHSE.601398_2019q1,0.458,12.9148,0,-0.59
SZSE.002081_2019q1,0.579,0.0757,580462592,-0.5754
SHSE.600958_2019q1,7.2925,111.3706,0,0
SZSE.002142_2019q1,0.6795,9.148,0,-1.5
SHSE.600968_2019q1,0,0,0,0
SZSE.002146_2019q1,-15.5751,-50.3021,-3149131776,-1.56
SZSE.002202_2019q1,-10.5907,25.4672,1396117760,-0.827
SZSE.002153_2019q1,-3.3352,27.4502,-325857280,-0.36
SHSE.600977_2019q1,-1.493,0.7281,668843008,-0.611
SHSE.600989_2019q1,0,0,0,0
SHSE.601600_2019q1,1.7256,20.4963,-1446037504,-0.021
SHSE.601601_2019q1,1.5102,-3.8011,0,-1.39
SZSE.300498_2019q1,-17.1174,3.3693,-98404352,-0.8393
SHSE.600998_2019q1,-0.6176,-6.7988,-497938432,-0.55
SHSE.600999_2019q1,5.9306,92.3979,0,-0.2528
SZSE.002230_2019q1,-1.8608,-5.3056,720754816,-0.22
SHSE.601555_2019q1,10.1907,80.8338,0,0.08
SHSE.601607_2019q1,0.7623,4.8601,987484160,-0.9754
SZSE.002179_2019q1,-2.1499,23.096,212892672,-0.9218
SZSE.002241_2019q1,-0.4576,48.017,111472352,-0.21
SZSE.002236_2019q1,-12.0325,-5.3982,-189670400,-0.76
SHSE.601618_2019q1,0.6529,-4.3326,6624677888,-0.17
SZSE.002252_2019q1,20.978,90.5555,244572416,0.35
SHSE.601577_2019q1,0.9107,14.791,0,-1.02
SHSE.601628_2019q1,27.5645,19.4145,0,0.53
SZSE.002304_2019q1,19.3093,-7.1207,3965442048,-2.7169
SHSE.601633_2019q1,-4.4047,-12.9315,2575043584,-0.4858
SZSE.002311_2019q1,-13.9545,-7.241,-116308992,-0.82
SZSE.002271_2019q1,-15.1415,4.5553,-313562368,-0.92
SZSE.002294_2019q1,-4.0822,-6.4764,216216064,-1.08
SHSE.601668_2019q1,-2.5771,-3.6283,23179165696,-0.66
SHSE.601669_2019q1,-0.3519,2.9091,18499472896,-0.3563
SZSE.002352_2019q1,0.5257,-10.9178,-3683093120,-0.74
SHSE.601727_2019q1,-0.0613,-15.8022,3434899456,-0.1531
SZSE.002410_2019q1,-7.1086,15.573,6369920,-0.3428
SZSE.002411_2019q1,2.1213,-43.8004,725239296,-0.1628
SHSE.601688_2019q1,5.3107,69.339,0,-0.32
SZSE.002415_2019q1,-17.4243,-12.7595,5274685440,-1.072
SHSE.601800_2019q1,-2.8343,7.9712,10546512896,-0.91
SZSE.002422_2019q1,0.5542,-33.9513,-898950144,-0.62
SHSE.601698_2019q1,0,0,0,0
SHSE.601808_2019q1,0.1537,47.0569,8340480,-0.0083
SHSE.601766_2019q1,-3.5424,16.6626,4987338752,-0.33
SHSE.601818_2019q1,1.2449,13.5084,0,-0.42
SHSE.601828_2019q1,1.45,-7.558,43083776,-0.83
SZSE.002460_2019q1,-8.2705,12.4922,-687178496,-0.85
SZSE.002456_2019q1,-6.2549,13.6023,916504000,0.0981
SZSE.002508_2019q1,-5.4672,-1.5103,270506496,-1.21
SHSE.601838_2019q1,-0.6574,-3.1646,0,-0.95
SHSE.601788_2019q1,10.7647,68.1,0,0.2676
SZSE.002466_2019q1,-18.5208,-34.0515,-231151584,-1.83
SHSE.601901_2019q1,4.4156,46.4014,0,-0.01
SZSE.002468_2019q1,-8.2405,20.6871,159647232,-1.07
SZSE.002475_2019q1,-3.5562,9.8448,-243547648,-0.51
SHSE.601857_2019q1,-1.0441,-8.894,89653993472,-0.234
SZSE.001979_2019q1,-7.3727,-69.9587,11736219648,-1.57
SZSE.002493_2019q1,2.2902,-35.9846,9117657088,-0.17
SHSE.601919_2019q1,4.9205,26.4231,11722124288,-0.06
SZSE.002601_2019q1,1.5637,5.6651,512143456,-0.83
SHSE.601881_2019q1,4.7292,53.8685,0,-0.13
SZSE.002602_2019q1,-2.2755,-74.9668,-2659077120,-0.34
SHSE.601877_2019q1,-7.3751,0.5582,169709056,-1.43
SHSE.601878_2019q1,2.4984,73.5984,0,-0.14
SHSE.601933_2019q1,15.0106,-1.8704,-2397985024,-0.03
SZSE.002555_2019q1,13.8101,72.1333,416716544,-0.26
SZSE.002607_2019q1,-44.2172,7.2131,106946496,-0.2
SZSE.002558_2019q1,-0.1507,-66.4494,44955136,-0.39
SHSE.601888_2019q1,32.6585,-11.4847,1983432704,-0.4041
SHSE.601939_2019q1,1.7393,-2.6794,0,-0.69
SZSE.002624_2019q1,1.6443,11.9516,420567040,-0.93
SHSE.601898_2019q1,2.9376,-13.9026,7376244736,-0.144
SHSE.601899_2019q1,-2.0026,14.9171,1580668928,-0.142
SZSE.002594_2019q1,0.3423,-0.2895,3457204992,-0.68
SHSE.603019_2019q1,-7.1378,8.7255,860728576,-0.59
SHSE.601985_2019q1,1.2696,13.8994,2628293120,-0.2153
SHSE.601992_2019q1,-3.8505,30.56,17117016064,-0.27
SZSE.002714_2019q1,-27.81,-22.6981,-837784320,-0.43
SHSE.601988_2019q1,0.8712,7.6085,0,-0.42
SHSE.601989_2019q1,1.5886,-15.5443,-6931341312,-0.007
SZSE.002673_2019q1,12.0572,165.9467,0,0.1128
SHSE.601997_2019q1,-1.5514,7.9226,0,-1.66
SHSE.601998_2019q1,1.2764,14.4092,0,-0.61
SZSE.002736_2019q1,8.3126,76.0322,0,-0.16
SZSE.002739_2019q1,2.2458,-13.4747,-2275014464,-0.4929
SZSE.002773_2019q1,1.9214,-2.2673,64626944,-0.7254
SHSE.603160_2019q1,18.5376,113.312,482353152,-0.74
SHSE.603156_2019q1,-1.9544,-17.7475,744061952,-2.6734
SZSE.002841_2019q1,-12.5032,-29.9485,1151745536,-1.26
SZSE.002916_2019q1,-0.6911,12.7126,-470124464,-1.82
SHSE.603260_2019q1,-22.2487,-50.624,130263488,-3.59
SHSE.603259_2019q1,-10.2431,5.5039,314062848,-1.9
SZSE.002938_2019q1,-14.2596,-21.5955,271458304,-1.22
SZSE.002939_2019q1,3.2109,88.3434,0,-0.12
SZSE.002945_2019q1,-0.7575,4.8045,0,-0.1
SZSE.002958_2019q1,1.1128,5.2585,0,-0.33
SHSE.603288_2019q1,6.3694,0.1504,1446077440,-1.07
SZSE.000001_2019q1,1.559,5.5459,0,-1.01
SZSE.000002_2019q1,-20.5562,34.3763,4541153280,-2.958
SZSE.000100_2019q1,-1.3932,13.9958,-1410949100,-0.1988
SHSE.603501_2019q1,1.7853,-76.5782,-5437027328,-0.21
SZSE.000063_2019q1,40.4099,2.071,-995804928,1.88
SHSE.600000_2019q1,1.2665,25.2833,0,-1.32
SZSE.000069_2019q1,-11.0918,11.2474,18676883456,-1.1446
SHSE.600004_2019q1,-1.6905,-3.3067,481590784,-0.44
SHSE.600010_2019q1,-2.8338,-21.647,-374624256,-0.0623
SHSE.600011_2019q1,12.2451,-5.8919,-2998099968,0.09
SHSE.600009_2019q1,3.3731,6.1312,434249728,-1.48
SHSE.600015_2019q1,-2.6454,13.8577,0,-1.32
SHSE.600016_2019q1,2.1739,10.6954,0,-0.78
SHSE.600023_2019q1,0.2359,-8.4747,2183404032,-0.22
SHSE.600018_2019q1,-4.2688,-7.2641,4180094976,-0.3605
SHSE.600019_2019q1,-6.5152,-8.4879,7571503104,-0.85
SHSE.600025_2019q1,-6.6627,28.8741,-305524736,-0.28
SHSE.600030_2019q1,4.7508,22.3732,0,-0.42
SHSE.600031_2019q1,15.1256,29.5206,3005956096,-0.378
SHSE.600027_2019q1,3.0693,-9.0038,1663700992,-0.09
SHSE.600028_2019q1,-0.6281,-6.9921,24486998016,-0.399
SHSE.600029_2019q1,11.1885,-2.2977,-8817000448,-0.06
SZSE.000157_2019q1,5.0304,18.458,-1226924032,-0.13
SHSE.600036_2019q1,2.5313,-0.378,0,-2.13
SHSE.600038_2019q1,-2.7724,3.0552,123908608,-0.732
SZSE.000166_2019q1,3.9006,75.1719,0,-0.11
SHSE.600100_2019q1,33.9846,-19.8278,2444631040,1.4911
SHSE.600050_2019q1,1.6525,-8.2256,5280432128,-0.0797
SHSE.600048_2019q1,-9.432,-20.5347,38810451968,-1.39
SHSE.600104_2019q1,-1.9112,-19.8037,29596278784,-2.376
SHSE.600111_2019q1,-1.3214,-5.7816,-560595968,-0.1278
SHSE.600061_2019q1,8.5098,11.1834,5798832128,-0.11
SHSE.600109_2019q1,2.8536,43.9481,0,-0.201
SHSE.600115_2019q1,9.3868,-0.6505,-7068999680,-0.0486
SHSE.600066_2019q1,-7.4119,8.2956,-61078528,-0.87
SHSE.600118_2019q1,-3.0984,1.77,88462336,-0.29
SHSE.600068_2019q1,-7.7042,9.6936,6359355392,-0.767
SZSE.000006_2019q1,-7.7683,0.3707,272800768,-0.5655
SZSE.000012_2019q1,0.606,-12.9923,270187392,-0.11
SZSE.000008_2019q1,-3.8672,37.6748,15299584,-0.1118
SZSE.000009_2019q1,0.8435,-55.8016,697679360,-0.07
SZSE.000021_2019q1,-2.187,-22.0746,4340480,-0.2897
SZSE.000025_2019q1,-1.8301,10.4216,5004368,-0.2318
SZSE.000031_2019q1,17.1823,77.4411,8262283264,-0.47
SZSE.000027_2019q1,3.3374,-10.4019,-75006592,-0.0772
SZSE.000028_2019q1,-1.3209,11.3163,285234176,-2.13
SZSE.000039_2019q1,-5.8551,-23.3399,295838720,-0.9909
SZSE.000050_2019q1,0.2193,-15.8911,786827776,-0.3186
SZSE.000060_2019q1,0.9596,-19.6042,334943936,-0.19
SZSE.000061_2019q1,3.2336,21.814,-6762240,0.0048
SZSE.000062_2019q1,-5.2796,-20.133,175196416,-0.7869
SZSE.000066_2019q1,-11.9769,-5.779,375659776,-0.318
SHSE.600006_2019q1,-1.5566,48.0188,-109824,-0.2189
SZSE.000078_2019q1,1.2875,-39.3178,1002392576,-0.1068
SHSE.600008_2019q1,-3.3454,-18.5125,279309824,-0.1245
SZSE.000090_2019q1,-7.9722,-17.2141,1973500928,-0.4994
SHSE.600021_2019q1,-12.1924,-16.757,2482432000,-1.014
SHSE.600022_2019q1,-8.0374,0.5508,-317779456,-0.1786
SHSE.600017_2019q1,2.3282,-2.7616,399393920,-0.134
SZSE.000089_2019q1,0.0431,-0.7253,242300672,-0.2414
SHSE.600026_2019q1,5.7204,34.2484,598646272,0.0801
SZSE.000156_2019q1,2.3415,-1.189,439874048,-0.2907
SHSE.600037_2019q1,2.1874,6.5107,-4380672,-0.3199
SZSE.000158_2019q1,-4.045,28.7777,77763072,-0.1189
SHSE.600039_2019q1,1.172,7.7026,1517945472,-0.228
SHSE.600053_2019q1,25.7347,70.8779,125989120,-0.1422
SHSE.600060_2019q1,-2.0587,-9.2913,-248523776,-0.28
SHSE.600056_2019q1,-0.0369,21.7047,473181696,-1.0624
SHSE.600062_2019q1,3.7835,-4.9175,331976960,-0.6129
SHSE.600058_2019q1,20.1046,15.9186,61492992,0.9096
SHSE.600064_2019q1,23.1698,-56.8009,2104851968,-0.089
SHSE.600120_2019q1,10.867,10.1934,2687228192,-0.31
SHSE.600073_2019q1,10.1515,4.2215,107933952,-0.134
SHSE.600125_2019q1,-0.6488,-15.8436,156322560,-0.2941
SZSE.000301_2019q1,1.1621,7.8402,477079904,-0.18
SHSE.600126_2019q1,-1.7167,4.7276,612034560,-0.44
SHSE.600132_2019q1,-6.1445,-6.6559,118598064,-0.65
SHSE.600079_2019q1,30.78,-2.0525,177470080,1.92
SHSE.600141_2019q1,-4.0333,-6.856,697885184,-0.4447
SHSE.600138_2019q1,-6.0346,-9.8879,11179712,-0.7415
SHSE.600143_2019q1,2.6219,-2.8836,-1117783424,-0.1457
SHSE.600094_2019q1,0.5948,-14.1375,2469048320,-0.1583
SHSE.600150_2019q1,-3.4366,54.1337,-266347520,-0.347
SHSE.600201_2019q1,-3.3811,-39.8301,20248576,-0.53
SHSE.600098_2019q1,-0.7588,-0.9029,-581536768,-0.2031
SHSE.600155_2019q1,6.0206,11.2296,1479737344,0.06
SHSE.600160_2019q1,-6.7104,-19.1427,420422656,-0.645
SHSE.600161_2019q1,0.829,9.4512,216829184,-0.43
SHSE.600158_2019q1,-5.2833,-38.2068,130712192,-0.1006
SHSE.600171_2019q1,10.7592,-26.3541,461940864,-0.01
SHSE.600216_2019q1,2.0371,-31.0859,226613248,-0.24
SHSE.600166_2019q1,23.0513,70.8741,-1817859840,0.552
SHSE.600167_2019q1,28.7104,-2.3117,820068352,-0.305
SZSE.000400_2019q1,-1.3082,35.8418,66498048,-0.173
SZSE.000401_2019q1,-12.0318,22.7838,986737664,-1.068
SZSE.000402_2019q1,-3.0536,27.0135,-2120249344,-0.89
SHSE.600195_2019q1,-2.08,-23.8046,-70954368,-0.5438
SHSE.600260_2019q1,7.541,-6.6332,369879296,-0.775
SZSE.000426_2019q1,1.0383,-75.9785,-74246656,0.0764
SHSE.600256_2019q1,-1.2745,-60.1531,1323344896,-0.214
SHSE.600307_2019q1,-9.6838,-12.4331,713550848,-0.1696
SHSE.600312_2019q1,-2.1094,-5.5429,69463808,-0.191
SHSE.600258_2019q1,-7.4493,-0.4581,226947840,-0.7999
SHSE.600259_2019q1,19.1998,49.0562,16825856,0.94
SHSE.600315_2019q1,6.0373,-4.9831,301518208,-0.46
SHSE.600316_2019q1,-6.0189,18.1202,-337622848,-0.2702
SHSE.600266_2019q1,17.5099,9.4845,7598452736,0.03
SHSE.600317_2019q1,1.0274,-19.5207,472246400,-0.1093
SHSE.600273_2019q1,3.7685,3.2109,25068928,-0.51
SZSE.000501_2019q1,0.4333,0.4848,-71690752,-1
SHSE.600325_2019q1,-0.2309,298.9359,7167344640,-0.81
SHSE.600282_2019q1,-8.6422,-2.1254,1548923136,-0.7186
SHSE.600277_2019q1,1.9316,-27.7373,684113592,-0.19
SHSE.600329_2019q1,3.2282,-3.2055,103287808,-0.48
SHSE.600335_2019q1,1.7319,-0.4321,-516522496,-0.3897
SHSE.600291_2019q1,-2.5489,-12.3057,0,-0.3317
SZSE.000513_2019q1,4.3899,6.1994,253099520,-0.96
SHSE.600338_2019q1,-22.6694,-6.2334,35613952,-1.1793
SHSE.600339_2019q1,-3.0056,6.6786,-38253568,-0.1594
SHSE.600350_2019q1,-1.8371,30.9394,1435605248,-0.486
SHSE.600298_2019q1,0.3248,-4.1406,732745872,-0.7519
SZSE.000519_2019q1,-0.8429,11.5018,139440640,-0.1954
SHSE.600348_2019q1,0.1312,-15.5879,2366458880,-0.6
SHSE.600410_2019q1,20.9719,41.2159,982788736,0.3813
SZSE.000528_2019q1,4.3294,-42.7036,915273216,-0.3322
SHSE.600409_2019q1,-8.166,9.7355,750543520,-0.6752
SHSE.600415_2019q1,-2.6353,63.148,350598464,-0.16
SZSE.000536_2019q1,28.8327,-58.154,-303208192,1.6612
SZSE.000537_2019q1,-1.1929,-65.3512,3092976640,-1.03
SZSE.000488_2019q1,-13.3473,-12.9161,579288064,-0.547
SZSE.000543_2019q1,0.1686,26.5903,680702208,-0.23
SHSE.600373_2019q1,1.9698,14.4595,922861568,-0.82
SHSE.600418_2019q1,7.8885,11.7975,1153432192,0.45
SZSE.000600_2019q1,7.2765,-28.2072,982970368,-0.066
SHSE.600380_2019q1,4.1751,7.1099,339224576,-0.2709
SHSE.600426_2019q1,-7.5544,-34.9112,776025536,-1.469
SHSE.600376_2019q1,-7.6084,26.9015,4036943872,-0.9666
SZSE.000547_2019q1,-1.4189,2.7529,495499264,-0.25
SZSE.000553_2019q1,-5.0499,-7.0855,-467085312,-0.832
SHSE.600428_2019q1,0.3906,4.3858,-610914688,-0.026
SHSE.600435_2019q1,-3.0141,-13.9724,24310144,-0.0324
SZSE.000563_2019q1,5.7365,113.6553,0,-0.0302
SHSE.600392_2019q1,-2.9603,-4.3277,59190784,-0.1434
SHSE.600388_2019q1,-8.5419,18.8121,312121344,-0.65
SZSE.000564_2019q1,-3.8921,-25.5578,2044816384,-0.1452
SZSE.000559_2019q1,2.589,-9.7048,195355776,-0.181
SZSE.300001_2019q1,-1.2523,-25.9549,163101344,-0.14
SHSE.600500_2019q1,0.2241,-6.9814,-1509443584,-0.32
SZSE.300002_2019q1,-9.727,-7.3442,-112134144,-0.0948
SHSE.601000_2019q1,0.1215,32.3126,112322304,-0.2
SHSE.601001_2019q1,4.7437,-27.5206,-463522816,-0.25
SHSE.600446_2019q1,-10.2436,4.1583,113949888,0.0569
SZSE.000623_2019q1,7.7668,4.5043,704780288,-0.2543
SZSE.300010_2019q1,35.1736,91.5297,-78478832,1.631
SHSE.601003_2019q1,-37.6915,-23.5423,530677760,-1.649
SHSE.601005_2019q1,-6.9073,-68.0118,340897024,-0.18
SZSE.300012_2019q1,-3.7452,-0.3359,40571968,-0.1326
SHSE.600460_2019q1,-2.9335,-8.8842,-138572224,-0.112
SZSE.000581_2019q1,1.3709,-1.816,305348096,-1.69
SHSE.600511_2019q1,-3.9086,3.2993,395828224,-1.4566
SZSE.300009_2019q1,-3.0154,-9.1627,714107232,-0.1973
SHSE.600507_2019q1,-18.1993,-22.0615,-1884928384,-1.76
SZSE.300014_2019q1,4.696,14.5892,-313784976,-0.44
SHSE.600515_2019q1,-1.45,59.0025,408136704,-0.3921
SZSE.000636_2019q1,-9.1327,-35.3165,129108736,-0.9645
SHSE.600521_2019q1,10.7135,-5.076,335251360,0.02
SHSE.600466_2019q1,-3.9503,47.8727,1741217792,-0.4813
SHSE.601016_2019q1,-1.0758,-36.6366,275707392,-0.097
SHSE.601019_2019q1,-7.266,-10.1062,184012288,-0.61
SZSE.300026_2019q1,7.5128,-16.957,93995520,-0.01
SZSE.300027_2019q1,7.5836,-56.8026,360794144,0.36
SZSE.000598_2019q1,0.1497,-4.3593,129786624,-0.2426
SHSE.600528_2019q1,-0.3993,8.5187,264091136,-0.5
SHSE.600478_2019q1,-9.8123,-15.1356,-57547456,-0.046
SHSE.600486_2019q1,6.1148,-21.7077,355168256,-1.833
SHSE.600536_2019q1,-24.3981,84.8479,28368640,-0.43
SZSE.000712_2019q1,15.5344,80.2117,0,0.299
SHSE.601100_2019q1,7.7858,10.9799,410926592,-0.58
SHSE.600545_2019q1,-11.8681,-31.5712,-1719690752,-0.3546
SZSE.000717_2019q1,-42.0496,5.5185,544048896,-1.199
SHSE.600497_2019q1,5.5877,-5.9572,235050496,-0.0509
SZSE.000718_2019q1,-3.6793,24.2812,467060736,-0.2759
SHSE.600499_2019q1,21.7051,7.1691,-250058560,0.45
SHSE.600549_2019q1,-8.5087,-26.1604,-650101344,-0.3728
SZSE.000681_2019q1,-3.888,-15.7435,98925776,-0.3763
SHSE.601106_2019q1,-0.3125,-13.8543,959281664,-0.0153
SZSE.300113_2019q1,4.7776,-40.7905,-7948672,-0.29
SZSE.000732_2019q1,4.7404,-2.8808,-684957696,-1.2715
SZSE.300058_2019q1,6.3571,-40.3293,832273568,-0.08
SZSE.000727_2019q1,-2.4263,24.975,-133669632,0.154
SHSE.600557_2019q1,0.0035,3.681,57216896,-0.54
SHSE.600563_2019q1,-3.332,-3.3359,96146176,-1.571
SZSE.300115_2019q1,3.1016,3.8212,25797248,0.0054
SZSE.000729_2019q1,0.4171,3.8106,125811456,-0.043
SZSE.000690_2019q1,5.3123,-56.752,1424154304,-0.1
SZSE.000685_2019q1,4.503,-15.7496,711071072,-0.26
SZSE.000686_2019q1,12.9477,103.2977,0,0.11
SZSE.300072_2019q1,-5.1579,-23.5527,68425728,-0.211
SHSE.600565_2019q1,-6.1539,-38.0952,1310765056,-0.37
SZSE.000738_2019q1,0.0452,3.9494,-20674816,-0.1673
SHSE.600567_2019q1,-13.5697,-43.2162,-399725312,-0.6
SHSE.600572_2019q1,-1.5464,-33.4644,-6621952,-0.23
SHSE.601118_2019q1,-1.8676,81.718,-491331840,-0.0502
SHSE.600623_2019q1,-3.6558,-5.8471,2592991552,-0.7
SHSE.601068_2019q1,-1.4165,5.7262,54714880,-0.07
SZSE.000750_2019q1,6.769,84.733,0,0.04
SHSE.600580_2019q1,4.0547,11.0552,131447296,-0.3151
SHSE.600575_2019q1,-0.0344,6.4436,14790824,-0.08
SZSE.300133_2019q1,-0.9848,13.2693,29174784,-0.1
SHSE.601127_2019q1,-8.8847,-16.6068,-620452864,-0.21
SHSE.600582_2019q1,-4.4625,30.4639,150604800,-0.215
SZSE.300134_2019q1,1.2007,27.8119,68617472,0
SHSE.600633_2019q1,6.6094,59.1899,1062447744,-0.17
SHSE.601128_2019q1,0.3264,2.706,0,-0.47
SHSE.600584_2019q1,7.1126,-17.7749,-968974848,0.62
SHSE.600640_2019q1,-3.4349,24.4042,67480064,-0.2937
SZSE.000761_2019q1,-0.5596,-22.8538,782524032,-0.202
SZSE.300088_2019q1,-1.927,7.5184,1304423584,-0.2359
SZSE.000807_2019q1,18.6079,1.0088,1159949312,0.58
SZSE.000758_2019q1,3.1008,-24.5627,649092096,-0.0248
SZSE.000813_2019q1,-9.8879,-87.1351,534544384,-0.3617
SHSE.600642_2019q1,1.2476,8.0135,-207170816,-0.28
SHSE.600643_2019q1,-3.0631,72.3209,3791853440,-0.558
SHSE.600639_2019q1,-0.8699,31.0048,965784384,-0.6685
SHSE.601139_2019q1,-1.433,-14.2414,216972160,-0.28
SZSE.000766_2019q1,-2.977,-24.0168,54556032,-0.2873
SHSE.600645_2019q1,2.2872,-0.0666,17310512,-0.08
SHSE.601200_2019q1,-0.9188,7.9502,-314513728,-0.6245
SHSE.600597_2019q1,4.0451,10.2164,81358208,-0.1647
SHSE.600598_2019q1,0.746,-25.9907,334031360,-0.396
SHSE.600648_2019q1,14.2156,58.8381,1157132592,-0.21
SHSE.601098_2019q1,-0.4859,19.9371,405202944,-0.52
SHSE.601099_2019q1,25.821,179.0879,0,0.246
SHSE.600704_2019q1,6.3883,24.6253,1968501760,-0.3094
SHSE.600649_2019q1,1.0829,-207.2221,2476180480,-0.29
SZSE.000825_2019q1,-12.8498,-13.2981,-518037504,-0.813
SZSE.000830_2019q1,-20.1864,-33.4998,76682240,-1.772
SZSE.300207_2019q1,-7.1732,-12.3195,-270553088,-0.39
SZSE.000826_2019q1,0.6259,-12.0002,1358758400,-0.27
SHSE.600707_2019q1,-6.8777,439.3128,-401499200,-0.11
SHSE.600657_2019q1,-14.4113,112.3605,-627408896,-1.0391
SZSE.000778_2019q1,-4.3188,13.7772,2460111104,-0.4466
SZSE.300159_2019q1,-7.8711,-57.4763,136573824,-0.2337
SZSE.300166_2019q1,-7.5938,-9.1424,-91222784,-0.46
SHSE.600664_2019q1,-15.8498,3.5894,-1380736320,-0.2
SZSE.300168_2019q1,-5.5398,32.1465,1117833856,-0.2025
SHSE.600717_2019q1,-0.2134,10.4212,1006764576,-0.28
SZSE.300180_2019q1,0.2262,-4.7592,-97356704,-0.19
SHSE.601168_2019q1,30.1263,15.2495,321411584,0.97
SHSE.600718_2019q1,-1.059,7.3989,375660544,-0.087
SHSE.600673_2019q1,8.7527,-9.2578,2936159360,-0.209
SZSE.300182_2019q1,4.5887,-29.5946,-110602752,0.017
SHSE.601231_2019q1,-3.691,10.3283,131085312,-0.44
