id,label,roe_change,tagrt_change,workcap_change,eps_change
SHSE.600335_201903,0,-3.9445,-21.4067,629309440,0.1029
SHSE.600335_201904,0,1.7319,-0.4321,-516522496,-0.3897
SHSE.600335_201905,0,1.7319,-0.4321,-516522496,-0.3897
SHSE.600335_201906,0,1.7319,-0.4321,-516522496,-0.3897
SHSE.600335_201907,0,-0.3588,23.4573,866205184,0.0925
SHSE.600335_201908,0,-0.3588,23.4573,866205184,0.0925
SHSE.600335_201909,0,-0.3588,23.4573,866205184,0.0925
SHSE.600335_201910,0,-1.2186,-20.007,-471229952,0.0803
SHSE.600335_201911,0,-1.2186,-20.007,-471229952,0.0803
SHSE.600335_201912,0,-1.2186,-20.007,-471229952,0.0803
SHSE.600335_202001,0,-1.2186,-20.007,-471229952,0.0803
SHSE.600335_202002,0,-1.2186,-20.007,-471229952,0.0803
SHSE.600335_202003,0,-1.2186,-20.007,-471229952,0.0803
SHSE.600291_201901,0,-1.2426,-3.5089,0,-0.022
SHSE.600291_201902,0,-1.2426,-3.5089,0,-0.022
SHSE.600291_201903,0,-1.2426,-3.5089,0,-0.022
SHSE.600291_201904,0,-2.5489,-12.3057,0,-0.3317
SHSE.600291_201905,0,-2.5489,-12.3057,0,-0.3317
SHSE.600291_201906,0,-2.5489,-12.3057,0,-0.3317
SHSE.600291_201907,0,-26.7371,-15.316,0,-1.4267
SHSE.600291_201908,0,-26.7371,-15.316,0,-1.4267
SHSE.600291_201909,0,-26.7371,-15.316,0,-1.4267
SHSE.600291_201910,0,8.4655,9.5854,0,-0.0182
SHSE.600291_201911,0,8.4655,9.5854,0,-0.0182
SHSE.600291_201912,0,8.4655,9.5854,0,-0.0182
SHSE.600291_202001,0,8.4655,9.5854,0,-0.0182
SHSE.600291_202002,0,8.4655,9.5854,0,-0.0182
SHSE.600291_202003,0,8.4655,9.5854,0,-0.0182
SZSE.000513_201901,0,-1.5716,-1.0373,128816640,0.2
SZSE.000513_201902,0,-1.5716,-1.0373,128816640,0.2
SZSE.000513_201903,0,-1.5716,-1.0373,128816640,0.2
SZSE.000513_201904,0,4.3899,6.1994,253099520,-0.96
SZSE.000513_201905,0,4.3899,6.1994,253099520,-0.96
SZSE.000513_201906,0,4.3899,6.1994,253099520,-0.96
SZSE.000513_201907,0,-0.5401,-1.8627,-444431360,0.48
SZSE.000513_201908,0,-0.5401,-1.8627,-444431360,0.48
SZSE.000513_201909,0,-0.5401,-1.8627,-444431360,0.48
SZSE.000513_201910,0,-1.0621,-1.5731,329382912,0.08
SZSE.000513_201911,0,-1.0621,-1.5731,329382912,0.08
SZSE.000513_201912,0,-1.0621,-1.5731,329382912,0.08
SZSE.000513_202001,0,-0.9471,-0.7139,339343872,0.28
SZSE.000513_202002,0,-0.9471,-0.7139,339343872,0.28
SZSE.000513_202003,0,-0.9471,-0.7139,339343872,0.28
SHSE.600338_201901,0,-3.0018,-5.6179,-576879232,0.1993
SHSE.600338_201902,0,-3.0018,-5.6179,-576879232,0.1993
SHSE.600338_201903,0,-3.0018,-5.6179,-576879232,0.1993
SHSE.600338_201904,0,-22.6694,-6.2334,35613952,-1.1793
SHSE.600338_201905,0,-22.6694,-6.2334,35613952,-1.1793
SHSE.600338_201906,0,-22.6694,-6.2334,35613952,-1.1793
SHSE.600338_201907,0,5.9283,3.0903,114035456,0.18
SHSE.600338_201908,0,5.9283,3.0903,114035456,0.18
SHSE.600338_201909,0,5.9283,3.0903,114035456,0.18
SHSE.600338_201910,0,-1.1412,5.781,44950656,0.19
SHSE.600338_201911,0,-1.1412,5.781,44950656,0.19
SHSE.600338_201912,0,-1.1412,5.781,44950656,0.19
SHSE.600338_202001,0,-1.1412,5.781,44950656,0.19
SHSE.600338_202002,0,-1.1412,5.781,44950656,0.19
SHSE.600338_202003,0,-1.1412,5.781,44950656,0.19
SHSE.600339_201901,0,1.0607,-4.9334,230700032,0.0782
SHSE.600339_201902,0,1.0607,-4.9334,230700032,0.0782
SHSE.600339_201903,0,1.0607,-4.9334,230700032,0.0782
SHSE.600339_201904,0,-3.0056,6.6786,-38253568,-0.1594
SHSE.600339_201905,0,-3.0056,6.6786,-38253568,-0.1594
SHSE.600339_201906,0,-3.0056,6.6786,-38253568,-0.1594
SHSE.600339_201907,0,-0.4312,-13.6395,43399168,0.0026
SHSE.600339_201908,0,-0.4312,-13.6395,43399168,0.0026
SHSE.600339_201909,0,-0.4312,-13.6395,43399168,0.0026
SHSE.600339_201910,0,1.6466,3.7873,741213184,0.0592
SHSE.600339_201911,0,1.6466,3.7873,741213184,0.0592
SHSE.600339_201912,0,1.6466,3.7873,741213184,0.0592
SHSE.600339_202001,0,1.6466,3.7873,741213184,0.0592
SHSE.600339_202002,0,1.6466,3.7873,741213184,0.0592
SHSE.600339_202003,0,1.6466,3.7873,741213184,0.0592
SHSE.600350_201901,0,-3.3187,-11.4826,-5630983040,0.045
SHSE.600350_201902,0,-3.3187,-11.4826,-5630983040,0.045
SHSE.600350_201903,0,-3.3187,-11.4826,-5630983040,0.045
SHSE.600350_201904,0,-1.8371,30.9394,1435605248,-0.486
SHSE.600350_201905,0,-1.8371,30.9394,1435605248,-0.486
SHSE.600350_201906,0,-1.8371,30.9394,1435605248,-0.486
SHSE.600350_201907,0,2.6521,-3.2522,-486423296,0.202
SHSE.600350_201908,0,2.6521,-3.2522,-486423296,0.202
SHSE.600350_201909,0,2.6521,-3.2522,-486423296,0.202
SHSE.600350_201910,0,-1.3088,-1.4563,-2851628032,0.113
SHSE.600350_201911,0,-1.3088,-1.4563,-2851628032,0.113
SHSE.600350_201912,0,-1.3088,-1.4563,-2851628032,0.113
SHSE.600350_202001,0,-1.3088,-1.4563,-2851628032,0.113
SHSE.600350_202002,0,-1.3088,-1.4563,-2851628032,0.113
SHSE.600350_202003,0,-1.3088,-1.4563,-2851628032,0.113
SHSE.600298_201901,0,-1.4189,-1.367,-64085216,0.2215
SHSE.600298_201902,0,-1.4189,-1.367,-64085216,0.2215
SHSE.600298_201903,0,-1.4189,-1.367,-64085216,0.2215
SHSE.600298_201904,0,0.3248,-4.1406,732745872,-0.7519
SHSE.600298_201905,0,0.3248,-4.1406,732745872,-0.7519
SHSE.600298_201906,0,0.3248,-4.1406,732745872,-0.7519
SHSE.600298_201907,0,-0.4229,0.0194,163618944,0.2758
SHSE.600298_201908,0,-0.4229,0.0194,163618944,0.2758
SHSE.600298_201909,0,-0.4229,0.0194,163618944,0.2758
SHSE.600298_201910,0,-1.4423,1.8609,84324224,0.2446
SHSE.600298_201911,0,-1.4423,1.8609,84324224,0.2446
SHSE.600298_201912,0,-1.4423,1.8609,84324224,0.2446
SHSE.600298_202001,0,-1.4423,1.8609,84324224,0.2446
SHSE.600298_202002,0,-1.4423,1.8609,84324224,0.2446
SHSE.600298_202003,0,-1.4423,1.8609,84324224,0.2446
SZSE.000519_201901,0,-0.0418,-13.6833,-93931520,0.0605
SZSE.000519_201902,0,-0.0418,-13.6833,-93931520,0.0605
SZSE.000519_201903,0,-0.0418,-13.6833,-93931520,0.0605
SZSE.000519_201904,0,-0.8429,11.5018,139440640,-0.1954
SZSE.000519_201905,0,-0.8429,11.5018,139440640,-0.1954
SZSE.000519_201906,0,-0.8429,11.5018,139440640,-0.1954
SZSE.000519_201907,0,0.4078,-8.6263,-18902528,0.0638
SZSE.000519_201908,0,0.4078,-8.6263,-18902528,0.0638
SZSE.000519_201909,0,0.4078,-8.6263,-18902528,0.0638
SZSE.000519_201910,0,0.67,3.2081,119749120,0.0885
SZSE.000519_201911,0,0.67,3.2081,119749120,0.0885
SZSE.000519_201912,0,0.67,3.2081,119749120,0.0885
SZSE.000519_202001,0,0.67,3.2081,119749120,0.0885
SZSE.000519_202002,0,0.67,3.2081,119749120,0.0885
SZSE.000519_202003,0,0.67,3.2081,119749120,0.0885
SHSE.600348_201901,0,0.6918,3.1534,-1144261120,0.24
SHSE.600348_201902,0,0.6918,3.1534,-1144261120,0.24
SHSE.600348_201903,0,0.6918,3.1534,-1144261120,0.24
SHSE.600348_201904,0,0.1312,-15.5879,2366458880,-0.6
SHSE.600348_201905,0,0.1312,-15.5879,2366458880,-0.6
SHSE.600348_201906,0,0.1312,-15.5879,2366458880,-0.6
SHSE.600348_201907,0,0.0382,-8.2121,-728690688,0.22
SHSE.600348_201908,0,0.0382,-8.2121,-728690688,0.22
SHSE.600348_201909,0,0.0382,-8.2121,-728690688,0.22
SHSE.600348_201910,0,-0.1965,4.5501,1415550976,0.22
SHSE.600348_201911,0,-0.1965,4.5501,1415550976,0.22
SHSE.600348_201912,0,-0.1965,4.5501,1415550976,0.22
SHSE.600348_202001,0,-0.1965,4.5501,1415550976,0.22
SHSE.600348_202002,0,-0.1965,4.5501,1415550976,0.22
SHSE.600348_202003,0,-0.1965,4.5501,1415550976,0.22
SHSE.600410_201901,0,-6.1388,0.8104,-468732544,-0.2563
SHSE.600410_201902,0,-6.1388,0.8104,-468732544,-0.2563
SHSE.600410_201903,0,-6.1388,0.8104,-468732544,-0.2563
SHSE.600410_201904,0,20.9719,41.2159,982788736,0.3813
SHSE.600410_201905,0,20.9719,41.2159,982788736,0.3813
SHSE.600410_201906,0,20.9719,41.2159,982788736,0.3813
SHSE.600410_201907,0,-9.013,-29.9203,101654656,-0.015
SHSE.600410_201908,0,-9.013,-29.9203,101654656,-0.015
SHSE.600410_201909,0,-9.013,-29.9203,101654656,-0.015
SHSE.600410_201910,0,0.3046,-18.6925,42528768,0.09
SHSE.600410_201911,0,0.3046,-18.6925,42528768,0.09
SHSE.600410_201912,0,0.3046,-18.6925,42528768,0.09
SHSE.600410_202001,0,0.3046,-18.6925,42528768,0.09
SHSE.600410_202002,0,0.3046,-18.6925,42528768,0.09
SHSE.600410_202003,0,0.3046,-18.6925,42528768,0.09
SZSE.000528_201901,0,-1.7372,-3.2096,549709824,-0.0953
SZSE.000528_201902,0,-1.7372,-3.2096,549709824,-0.0953
SZSE.000528_201903,0,-1.7372,-3.2096,549709824,-0.0953
SZSE.000528_201904,0,4.3294,-42.7036,915273216,-0.3322
SZSE.000528_201905,0,4.3294,-42.7036,915273216,-0.3322
SZSE.000528_201906,0,4.3294,-42.7036,915273216,-0.3322
SZSE.000528_201907,0,0.9651,-4.9178,813918720,0.2438
SZSE.000528_201908,0,0.9651,-4.9178,813918720,0.2438
SZSE.000528_201909,0,0.9651,-4.9178,813918720,0.2438
SZSE.000528_201910,0,-1.6236,1.733,-921497088,0.151
SZSE.000528_201911,0,-1.6236,1.733,-921497088,0.151
SZSE.000528_201912,0,-1.6236,1.733,-921497088,0.151
SZSE.000528_202001,0,-1.6236,1.733,-921497088,0.151
SZSE.000528_202002,0,-1.6236,1.733,-921497088,0.151
SZSE.000528_202003,0,-1.6236,1.733,-921497088,0.151
SHSE.600409_201901,0,-4.5245,-0.3402,372968192,0.0204
SHSE.600409_201902,0,-4.5245,-0.3402,372968192,0.0204
SHSE.600409_201903,0,-4.5245,-0.3402,372968192,0.0204
SHSE.600409_201904,0,-8.166,9.7355,750543520,-0.6752
SHSE.600409_201905,0,-8.166,9.7355,750543520,-0.6752
SHSE.600409_201906,0,-8.166,9.7355,750543520,-0.6752
SHSE.600409_201907,0,0.1937,-4.7153,-362259680,0.096
SHSE.600409_201908,0,0.1937,-4.7153,-362259680,0.096
SHSE.600409_201909,0,0.1937,-4.7153,-362259680,0.096
SHSE.600409_201910,0,-0.7398,-1.3096,191984704,0.0665
SHSE.600409_201911,0,-0.7398,-1.3096,191984704,0.0665
SHSE.600409_201912,0,-0.7398,-1.3096,191984704,0.0665
SHSE.600409_202001,0,-0.7398,-1.3096,191984704,0.0665
SHSE.600409_202002,0,-0.7398,-1.3096,191984704,0.0665
SHSE.600409_202003,0,-0.7398,-1.3096,191984704,0.0665
SHSE.600415_201901,0,-6.0803,6.5657,300541056,-0.02
SHSE.600415_201902,0,-6.0803,6.5657,300541056,-0.02
SHSE.600415_201903,0,-6.0803,6.5657,300541056,-0.02
SHSE.600415_201904,0,-2.6353,63.148,350598464,-0.16
SHSE.600415_201905,0,-2.6353,63.148,350598464,-0.16
SHSE.600415_201906,0,-2.6353,63.148,350598464,-0.16
SHSE.600415_201907,0,4.4341,0.5886,838449136,0.08
SHSE.600415_201908,0,4.4341,0.5886,838449136,0.08
SHSE.600415_201909,0,4.4341,0.5886,838449136,0.08
SHSE.600415_201910,0,-0.0366,18.6718,1794700240,0.07
SHSE.600415_201911,0,-0.0366,18.6718,1794700240,0.07
SHSE.600415_201912,0,-0.0366,18.6718,1794700240,0.07
SHSE.600415_202001,0,-0.0366,18.6718,1794700240,0.07
SHSE.600415_202002,0,-0.0366,18.6718,1794700240,0.07
SHSE.600415_202003,0,-0.0366,18.6718,1794700240,0.07
SZSE.000536_201901,0,-44.2652,-13.1458,-4072336640,-1.629
SZSE.000536_201902,0,-44.2652,-13.1458,-4072336640,-1.629
SZSE.000536_201903,0,-44.2652,-13.1458,-4072336640,-1.629
SZSE.000536_201904,0,28.8327,-58.154,-303208192,1.6612
SZSE.000536_201905,0,28.8327,-58.154,-303208192,1.6612
SZSE.000536_201906,0,28.8327,-58.154,-303208192,1.6612
SZSE.000536_201907,0,0.4011,-0.4245,-881716992,-0.123
SZSE.000536_201908,0,0.4011,-0.4245,-881716992,-0.123
SZSE.000536_201909,0,0.4011,-0.4245,-881716992,-0.123
SZSE.000536_201910,0,-9.6157,-2.1292,619373568,-0.2825
SZSE.000536_201911,0,-9.6157,-2.1292,619373568,-0.2825
SZSE.000536_201912,0,-9.6157,-2.1292,619373568,-0.2825
SZSE.000536_202001,0,-9.6157,-2.1292,619373568,-0.2825
SZSE.000536_202002,0,-9.6157,-2.1292,619373568,-0.2825
SZSE.000536_202003,0,-9.6157,-2.1292,619373568,-0.2825
SZSE.000537_201901,0,-5.2967,-24.8805,-1254702080,0.1
SZSE.000537_201902,0,-5.2967,-24.8805,-1254702080,0.1
SZSE.000537_201903,0,-5.2967,-24.8805,-1254702080,0.1
SZSE.000537_201904,0,-1.1929,-65.3512,3092976640,-1.03
SZSE.000537_201905,0,-1.1929,-65.3512,3092976640,-1.03
SZSE.000537_201906,0,-1.1929,-65.3512,3092976640,-1.03
SZSE.000537_201907,0,6.4708,26.1005,-2098886656,0.52
SZSE.000537_201908,0,6.4708,26.1005,-2098886656,0.52
SZSE.000537_201909,0,6.4708,26.1005,-2098886656,0.52
SZSE.000537_201910,0,0.4539,4.775,2496083968,0.49
SZSE.000537_201911,0,0.4539,4.775,2496083968,0.49
SZSE.000537_201912,0,0.4539,4.775,2496083968,0.49
SZSE.000537_202001,0,0.4539,4.775,2496083968,0.49
SZSE.000537_202002,0,0.4539,4.775,2496083968,0.49
SZSE.000537_202003,0,0.4539,4.775,2496083968,0.49
SZSE.000488_201901,0,-4.5422,-9.1547,-3373242368,-0.03
SZSE.000488_201902,0,-4.5422,-9.1547,-3373242368,-0.03
SZSE.000488_201903,0,-4.5422,-9.1547,-3373242368,-0.03
SZSE.000488_201904,0,-13.3473,-12.9161,579288064,-0.547
SZSE.000488_201905,0,-13.3473,-12.9161,579288064,-0.547
SZSE.000488_201906,0,-13.3473,-12.9161,579288064,-0.547
SZSE.000488_201907,0,5.0286,0.7767,-1240617984,0.05
SZSE.000488_201908,0,5.0286,0.7767,-1240617984,0.05
SZSE.000488_201909,0,5.0286,0.7767,-1240617984,0.05
SZSE.000488_201910,0,2.3329,7.8702,2760299520,0.137
SZSE.000488_201911,0,2.3329,7.8702,2760299520,0.137
SZSE.000488_201912,0,2.3329,7.8702,2760299520,0.137
SZSE.000488_202001,0,1.1603,11.5566,3601872384,0.18
SZSE.000488_202002,0,1.1603,11.5566,3601872384,0.18
SZSE.000488_202003,0,1.1603,11.5566,3601872384,0.18
SZSE.000543_201901,0,1.5187,-1.9528,-973971968,0.1421
SZSE.000543_201902,0,1.5187,-1.9528,-973971968,0.1421
SZSE.000543_201903,0,1.5187,-1.9528,-973971968,0.1421
SZSE.000543_201904,0,0.1686,26.5903,680702208,-0.23
SZSE.000543_201905,0,0.1686,26.5903,680702208,-0.23
SZSE.000543_201906,0,0.1686,26.5903,680702208,-0.23
SZSE.000543_201907,0,1.1729,-10.6365,-4338618880,0.117
SZSE.000543_201908,0,1.1729,-10.6365,-4338618880,0.117
SZSE.000543_201909,0,1.1729,-10.6365,-4338618880,0.117
SZSE.000543_201910,0,1.1473,-3.6977,3397571584,0.1684
SZSE.000543_201911,0,1.1473,-3.6977,3397571584,0.1684
SZSE.000543_201912,0,1.1473,-3.6977,3397571584,0.1684
SZSE.000543_202001,0,1.1473,-3.6977,3397571584,0.1684
SZSE.000543_202002,0,1.1473,-3.6977,3397571584,0.1684
SZSE.000543_202003,0,1.1473,-3.6977,3397571584,0.1684
SHSE.600373_201901,0,-0.1513,-13.4564,1093915648,0.3
SHSE.600373_201902,0,-0.1513,-13.4564,1093915648,0.3
SHSE.600373_201903,0,-0.1513,-13.4564,1093915648,0.3
SHSE.600373_201904,0,1.9698,14.4595,922861568,-0.82
SHSE.600373_201905,0,1.9698,14.4595,922861568,-0.82
SHSE.600373_201906,0,1.9698,14.4595,922861568,-0.82
SHSE.600373_201907,0,-1.241,-2.0586,-350785024,0.29
SHSE.600373_201908,0,-1.241,-2.0586,-350785024,0.29
SHSE.600373_201909,0,-1.241,-2.0586,-350785024,0.29
SHSE.600373_201910,0,-0.8256,-2.5128,315430912,0.27
SHSE.600373_201911,0,-0.8256,-2.5128,315430912,0.27
SHSE.600373_201912,0,-0.8256,-2.5128,315430912,0.27
SHSE.600373_202001,0,-0.8256,-2.5128,315430912,0.27
SHSE.600373_202002,0,-0.8256,-2.5128,315430912,0.27
SHSE.600373_202003,0,-0.8256,-2.5128,315430912,0.27
SHSE.600418_201901,0,-6.3457,-0.3108,-1181403392,-0.45
SHSE.600418_201902,0,-6.3457,-0.3108,-1181403392,-0.45
SHSE.600418_201903,0,-6.3457,-0.3108,-1181403392,-0.45
SHSE.600418_201904,0,7.8885,11.7975,1153432192,0.45
SHSE.600418_201905,0,7.8885,11.7975,1153432192,0.45
SHSE.600418_201906,0,7.8885,11.7975,1153432192,0.45
SHSE.600418_201907,0,-0.0691,0.1039,-2346946176,0.04
SHSE.600418_201908,0,-0.0691,0.1039,-2346946176,0.04
SHSE.600418_201909,0,-0.0691,0.1039,-2346946176,0.04
SHSE.600418_201910,0,-0.6815,-11.4902,-359554816,-0.01
SHSE.600418_201911,0,-0.6815,-11.4902,-359554816,-0.01
SHSE.600418_201912,0,-0.6815,-11.4902,-359554816,-0.01
SHSE.600418_202001,0,-0.4334,-7.9369,296578560,0
SHSE.600418_202002,0,-0.4334,-7.9369,296578560,0
SHSE.600418_202003,0,-0.4334,-7.9369,296578560,0
SZSE.000600_201901,0,0.4794,-8.92,-489026560,0.083
SZSE.000600_201902,0,0.4794,-8.92,-489026560,0.083
SZSE.000600_201903,0,0.4794,-8.92,-489026560,0.083
SZSE.000600_201904,0,7.2765,-28.2072,982970368,-0.066
SZSE.000600_201905,0,7.2765,-28.2072,982970368,-0.066
SZSE.000600_201906,0,7.2765,-28.2072,982970368,-0.066
SZSE.000600_201907,0,-4.1744,-2.5665,66850816,0.044
SZSE.000600_201908,0,-4.1744,-2.5665,66850816,0.044
SZSE.000600_201909,0,-4.1744,-2.5665,66850816,0.044
SZSE.000600_201910,0,-1.5272,-2.1518,386615040,0.04
SZSE.000600_201911,0,-1.5272,-2.1518,386615040,0.04
SZSE.000600_201912,0,-1.5272,-2.1518,386615040,0.04
SZSE.000600_202001,0,0.1374,0.5931,-866163200,0.098
SZSE.000600_202002,0,0.1374,0.5931,-866163200,0.098
SZSE.000600_202003,0,0.1374,0.5931,-866163200,0.098
SHSE.600380_201901,0,-3.0927,-1.2792,1074383360,0.0187
SHSE.600380_201902,0,-3.0927,-1.2792,1074383360,0.0187
SHSE.600380_201903,0,-3.0927,-1.2792,1074383360,0.0187
SHSE.600380_201904,0,4.1751,7.1099,339224576,-0.2709
SHSE.600380_201905,0,4.1751,7.1099,339224576,-0.2709
SHSE.600380_201906,0,4.1751,7.1099,339224576,-0.2709
SHSE.600380_201907,0,-1.3121,-1.705,-769911808,0.1241
SHSE.600380_201908,0,-1.3121,-1.705,-769911808,0.1241
SHSE.600380_201909,0,-1.3121,-1.705,-769911808,0.1241
SHSE.600380_201910,0,-0.6714,-1.7661,336118784,0.12
SHSE.600380_201911,0,-0.6714,-1.7661,336118784,0.12
SHSE.600380_201912,0,-0.6714,-1.7661,336118784,0.12
SHSE.600380_202001,0,-0.6714,-1.7661,336118784,0.12
SHSE.600380_202002,0,-0.6714,-1.7661,336118784,0.12
SHSE.600380_202003,0,-0.6714,-1.7661,336118784,0.12
SHSE.600426_201901,0,-4.1057,-12.0623,-95032864,0.3
SHSE.600426_201902,0,-4.1057,-12.0623,-95032864,0.3
SHSE.600426_201903,0,-4.1057,-12.0623,-95032864,0.3
SHSE.600426_201904,0,-7.5544,-34.9112,776025536,-1.469
SHSE.600426_201905,0,-7.5544,-34.9112,776025536,-1.469
SHSE.600426_201906,0,-7.5544,-34.9112,776025536,-1.469
SHSE.600426_201907,0,0.1038,-1.9054,111450496,0.41
SHSE.600426_201908,0,0.1038,-1.9054,111450496,0.41
SHSE.600426_201909,0,0.1038,-1.9054,111450496,0.41
SHSE.600426_201910,0,-1.0171,-3.3177,297663616,0.371
SHSE.600426_201911,0,-1.0171,-3.3177,297663616,0.371
SHSE.600426_201912,0,-1.0171,-3.3177,297663616,0.371
SHSE.600426_202001,0,-1.1551,1.0364,-467365760,0.332
SHSE.600426_202002,0,-1.1551,1.0364,-467365760,0.332
SHSE.600426_202003,0,-1.1551,1.0364,-467365760,0.332
SHSE.600376_201901,0,2.7793,-31.9707,-8903655424,0.516
SHSE.600376_201902,0,2.7793,-31.9707,-8903655424,0.516
SHSE.600376_201903,0,2.7793,-31.9707,-8903655424,0.516
SHSE.600376_201904,0,-7.6084,26.9015,4036943872,-0.9666
SHSE.600376_201905,0,-7.6084,26.9015,4036943872,-0.9666
SHSE.600376_201906,0,-7.6084,26.9015,4036943872,-0.9666
SHSE.600376_201907,0,11.0593,-2.7296,3580207104,0.6257
SHSE.600376_201908,0,11.0593,-2.7296,3580207104,0.6257
SHSE.600376_201909,0,11.0593,-2.7296,3580207104,0.6257
SHSE.600376_201910,0,-3.824,6.2972,-5035163648,0.0969
SHSE.600376_201911,0,-3.824,6.2972,-5035163648,0.0969
SHSE.600376_201912,0,-3.824,6.2972,-5035163648,0.0969
SHSE.600376_202001,0,-3.824,6.2972,-5035163648,0.0969
SHSE.600376_202002,0,-3.824,6.2972,-5035163648,0.0969
SHSE.600376_202003,0,-3.824,6.2972,-5035163648,0.0969
SZSE.000547_201901,0,1.9488,27.4851,220008704,0.14
SZSE.000547_201902,0,1.9488,27.4851,220008704,0.14
SZSE.000547_201903,0,1.9488,27.4851,220008704,0.14
SZSE.000547_201904,0,-1.4189,2.7529,495499264,-0.25
SZSE.000547_201905,0,-1.4189,2.7529,495499264,-0.25
SZSE.000547_201906,0,-1.4189,2.7529,495499264,-0.25
SZSE.000547_201907,0,0.4129,0.7057,-12691456,0.08
SZSE.000547_201908,0,0.4129,0.7057,-12691456,0.08
SZSE.000547_201909,0,0.4129,0.7057,-12691456,0.08
SZSE.000547_201910,0,-0.5254,-0.5388,13444352,0.05
SZSE.000547_201911,0,-0.5254,-0.5388,13444352,0.05
SZSE.000547_201912,0,-0.5254,-0.5388,13444352,0.05
SZSE.000547_202001,0,-0.5254,-0.5388,13444352,0.05
SZSE.000547_202002,0,-0.5254,-0.5388,13444352,0.05
SZSE.000547_202003,0,-0.5254,-0.5388,13444352,0.05
SZSE.000553_201901,0,-5.3202,-0.7972,-521936896,-0.0572
SZSE.000553_201902,0,-5.3202,-0.7972,-521936896,-0.0572
SZSE.000553_201903,0,-5.3202,-0.7972,-521936896,-0.0572
SZSE.000553_201904,0,-5.0499,-7.0855,-467085312,-0.832
SZSE.000553_201905,0,-5.0499,-7.0855,-467085312,-0.832
SZSE.000553_201906,0,-5.0499,-7.0855,-467085312,-0.832
SZSE.000553_201907,0,-1.3154,-0.6216,787442688,0.0906
SZSE.000553_201908,0,-1.3154,-0.6216,787442688,0.0906
SZSE.000553_201909,0,-1.3154,-0.6216,787442688,0.0906
SZSE.000553_201910,0,-0.5959,1.9485,1204836352,0.0842
SZSE.000553_201911,0,-0.5959,1.9485,1204836352,0.0842
SZSE.000553_201912,0,-0.5959,1.9485,1204836352,0.0842
SZSE.000553_202001,0,-0.5959,1.9485,1204836352,0.0842
SZSE.000553_202002,0,-0.5959,1.9485,1204836352,0.0842
SZSE.000553_202003,0,-0.5959,1.9485,1204836352,0.0842
SHSE.600428_201901,0,-0.888,5.379,-1425325824,-0.02
SHSE.600428_201902,0,-0.888,5.379,-1425325824,-0.02
SHSE.600428_201903,0,-0.888,5.379,-1425325824,-0.02
SHSE.600428_201904,0,0.3906,4.3858,-610914688,-0.026
SHSE.600428_201905,0,0.3906,4.3858,-610914688,-0.026
SHSE.600428_201906,0,0.3906,4.3858,-610914688,-0.026
SHSE.600428_201907,0,0.7727,-3.6037,154486784,0.032
SHSE.600428_201908,0,0.7727,-3.6037,154486784,0.032
SHSE.600428_201909,0,0.7727,-3.6037,154486784,0.032
SHSE.600428_201910,0,-0.0465,-6.9401,-369135872,0.022
SHSE.600428_201911,0,-0.0465,-6.9401,-369135872,0.022
SHSE.600428_201912,0,-0.0465,-6.9401,-369135872,0.022
SHSE.600428_202001,0,-0.0465,-6.9401,-369135872,0.022
SHSE.600428_202002,0,-0.0465,-6.9401,-369135872,0.022
SHSE.600428_202003,0,-0.0465,-6.9401,-369135872,0.022
SHSE.600435_201901,0,2.0912,31.9282,79450496,0.027
SHSE.600435_201902,0,2.0912,31.9282,79450496,0.027
SHSE.600435_201903,0,2.0912,31.9282,79450496,0.027
SHSE.600435_201904,0,-3.0141,-13.9724,24310144,-0.0324
SHSE.600435_201905,0,-3.0141,-13.9724,24310144,-0.0324
SHSE.600435_201906,0,-3.0141,-13.9724,24310144,-0.0324
SHSE.600435_201907,0,0.6953,24.3979,-16297472,0.0026
SHSE.600435_201908,0,0.6953,24.3979,-16297472,0.0026
SHSE.600435_201909,0,0.6953,24.3979,-16297472,0.0026
SHSE.600435_201910,0,0.2303,14.59,32603648,0.0028
SHSE.600435_201911,0,0.2303,14.59,32603648,0.0028
SHSE.600435_201912,0,0.2303,14.59,32603648,0.0028
SHSE.600435_202001,0,0.2303,14.59,32603648,0.0028
SHSE.600435_202002,0,0.2303,14.59,32603648,0.0028
SHSE.600435_202003,0,0.2303,14.59,32603648,0.0028
SZSE.000563_201901,0,0.0288,8.0081,0,0.0206
SZSE.000563_201902,0,0.0288,8.0081,0,0.0206
SZSE.000563_201903,0,0.0288,8.0081,0,0.0206
SZSE.000563_201904,0,5.7365,113.6553,0,-0.0302
SZSE.000563_201905,0,5.7365,113.6553,0,-0.0302
SZSE.000563_201906,0,5.7365,113.6553,0,-0.0302
SZSE.000563_201907,0,-2.5861,-39.5213,0,0.0268
SZSE.000563_201908,0,-2.5861,-39.5213,0,0.0268
SZSE.000563_201909,0,-2.5861,-39.5213,0,0.0268
SZSE.000563_201910,0,-0.8503,27.3589,0,0.028
SZSE.000563_201911,0,-0.8503,27.3589,0,0.028
SZSE.000563_201912,0,-0.8503,27.3589,0,0.028
SZSE.000563_202001,0,-0.8503,27.3589,0,0.028
SZSE.000563_202002,0,-0.8503,27.3589,0,0.028
SZSE.000563_202003,0,-0.8503,27.3589,0,0.028
SHSE.600392_201901,0,-3.1562,-14.1216,-442235392,-0.0295
SHSE.600392_201902,0,-3.1562,-14.1216,-442235392,-0.0295
SHSE.600392_201903,0,-3.1562,-14.1216,-442235392,-0.0295
