id,label,roe_change,tagrt_change,workcap_change,eps_change
SHSE.600887_202003,0,0.3712,-0.8546,-5210046464,0.31
SHSE.600893_201901,0,0.7331,-4.1148,-777802240,0.18
SHSE.600893_201902,0,0.7331,-4.1148,-777802240,0.18
SHSE.600893_201903,0,0.7331,-4.1148,-777802240,0.18
SHSE.600893_201904,0,-4.0155,17.9365,164357376,-0.4683
SHSE.600893_201905,0,-4.0155,17.9365,164357376,-0.4683
SHSE.600893_201906,0,-4.0155,17.9365,164357376,-0.4683
SHSE.600893_201907,0,2.3803,-14.2108,-1735890944,0.1383
SHSE.600893_201908,0,2.3803,-14.2108,-1735890944,0.1383
SHSE.600893_201909,0,2.3803,-14.2108,-1735890944,0.1383
SHSE.600893_201910,0,-0.4309,-13.7632,5771896832,0.04
SHSE.600893_201911,0,-0.4309,-13.7632,5771896832,0.04
SHSE.600893_201912,0,-0.4309,-13.7632,5771896832,0.04
SHSE.600893_202001,0,-0.4309,-13.7632,5771896832,0.04
SHSE.600893_202002,0,-0.4309,-13.7632,5771896832,0.04
SHSE.600893_202003,0,-0.4309,-13.7632,5771896832,0.04
SZSE.002120_201901,0,-0.7345,3.5341,-627837696,0.41
SZSE.002120_201902,0,-0.7345,3.5341,-627837696,0.41
SZSE.002120_201903,0,-0.7345,3.5341,-627837696,0.41
SZSE.002120_201904,0,-13.058,112.8379,57806336,-1.27
SZSE.002120_201905,0,-13.058,112.8379,57806336,-1.27
SZSE.002120_201906,0,-13.058,112.8379,57806336,-1.27
SZSE.002120_201907,0,2.72,11.9154,-502907648,0.25
SZSE.002120_201908,0,2.72,11.9154,-502907648,0.25
SZSE.002120_201909,0,2.72,11.9154,-502907648,0.25
SZSE.002120_201910,0,-0.502,-1.2577,-156521472,0.3
SZSE.002120_201911,0,-0.502,-1.2577,-156521472,0.3
SZSE.002120_201912,0,-0.502,-1.2577,-156521472,0.3
SZSE.002120_202001,0,-0.502,-1.2577,-156521472,0.3
SZSE.002120_202002,0,-0.502,-1.2577,-156521472,0.3
SZSE.002120_202003,0,-0.502,-1.2577,-156521472,0.3
SHSE.601398_201901,0,-1.2413,-1.1963,0,0.15
SHSE.601398_201902,0,-1.2413,-1.1963,0,0.15
SHSE.601398_201903,0,-1.2413,-1.1963,0,0.15
SHSE.601398_201904,0,0.458,12.9148,0,-0.59
SHSE.601398_201905,0,0.458,12.9148,0,-0.59
SHSE.601398_201906,0,0.458,12.9148,0,-0.59
SHSE.601398_201907,0,0.3439,-5.1085,0,0.24
SHSE.601398_201908,0,0.3439,-5.1085,0,0.24
SHSE.601398_201909,0,0.3439,-5.1085,0,0.24
SHSE.601398_201910,0,-0.2991,-2.2041,0,0.24
SHSE.601398_201911,0,-0.2991,-2.2041,0,0.24
SHSE.601398_201912,0,-0.2991,-2.2041,0,0.24
SHSE.601398_202001,0,-1.1487,-1.5945,0,0.15
SHSE.601398_202002,0,-1.1487,-1.5945,0,0.15
SHSE.601398_202003,0,-1.1487,-1.5945,0,0.15
SZSE.002081_201901,0,-0.2923,1.6417,-100874240,0.2006
SZSE.002081_201902,0,-0.2923,1.6417,-100874240,0.2006
SZSE.002081_201903,0,-0.2923,1.6417,-100874240,0.2006
SZSE.002081_201904,0,0.579,0.0757,580462592,-0.5754
SZSE.002081_201905,0,0.579,0.0757,580462592,-0.5754
SZSE.002081_201906,0,0.579,0.0757,580462592,-0.5754
SZSE.002081_201907,0,-1.4004,6.9488,331569152,0.1893
SZSE.002081_201908,0,-1.4004,6.9488,331569152,0.1893
SZSE.002081_201909,0,-1.4004,6.9488,331569152,0.1893
SZSE.002081_201910,0,0.4558,-3.8521,631778304,0.2401
SZSE.002081_201911,0,0.4558,-3.8521,631778304,0.2401
SZSE.002081_201912,0,0.4558,-3.8521,631778304,0.2401
SZSE.002081_202001,0,0.4558,-3.8521,631778304,0.2401
SZSE.002081_202002,0,0.4558,-3.8521,631778304,0.2401
SZSE.002081_202003,0,0.4558,-3.8521,631778304,0.2401
SHSE.600958_201901,0,0.0428,4.8275,0,0.05
SHSE.600958_201902,0,0.0428,4.8275,0,0.05
SHSE.600958_201903,0,0.0428,4.8275,0,0.05
SHSE.600958_201904,0,7.2925,111.3706,0,0
SHSE.600958_201905,0,7.2925,111.3706,0,0
SHSE.600958_201906,0,7.2925,111.3706,0,0
SHSE.600958_201907,0,-5.0094,-20.3285,0,-0.01
SHSE.600958_201908,0,-5.0094,-20.3285,0,-0.01
SHSE.600958_201909,0,-5.0094,-20.3285,0,-0.01
SHSE.600958_201910,0,-0.2117,18.3742,0,0.08
SHSE.600958_201911,0,-0.2117,18.3742,0,0.08
SHSE.600958_201912,0,-0.2117,18.3742,0,0.08
SHSE.600958_202001,0,0.185,-22.3421,0,0.1
SHSE.600958_202002,0,0.185,-22.3421,0,0.1
SHSE.600958_202003,0,0.185,-22.3421,0,0.1
SZSE.002142_201901,0,-1.848,0.1628,0,0.39
SZSE.002142_201902,0,-1.848,0.1628,0,0.39
SZSE.002142_201903,0,-1.848,0.1628,0,0.39
SZSE.002142_201904,0,0.6795,9.148,0,-1.5
SZSE.002142_201905,0,0.6795,9.148,0,-1.5
SZSE.002142_201906,0,0.6795,9.148,0,-1.5
SZSE.002142_201907,0,-0.6483,-3.6902,0,0.66
SZSE.002142_201908,0,-0.6483,-3.6902,0,0.66
SZSE.002142_201909,0,-0.6483,-3.6902,0,0.66
SZSE.002142_201910,0,-0.0779,0.63,0,0.71
SZSE.002142_201911,0,-0.0779,0.63,0,0.71
SZSE.002142_201912,0,-0.0779,0.63,0,0.71
SZSE.002142_202001,0,-0.0779,0.63,0,0.71
SZSE.002142_202002,0,-0.0779,0.63,0,0.71
SZSE.002142_202003,0,-0.0779,0.63,0,0.71
SZSE.002146_201901,0,7.3377,4.7508,768503808,0.88
SZSE.002146_201902,0,7.3377,4.7508,768503808,0.88
SZSE.002146_201903,0,7.3377,4.7508,768503808,0.88
SZSE.002146_201904,0,-15.5751,-50.3021,-3149131776,-1.56
SZSE.002146_201905,0,-15.5751,-50.3021,-3149131776,-1.56
SZSE.002146_201906,0,-15.5751,-50.3021,-3149131776,-1.56
SZSE.002146_201907,0,8.0457,30.3173,1190637568,0.5
SZSE.002146_201908,0,8.0457,30.3173,1190637568,0.5
SZSE.002146_201909,0,8.0457,30.3173,1190637568,0.5
SZSE.002146_201910,0,1.3148,1.4648,-1327882240,0.44
SZSE.002146_201911,0,1.3148,1.4648,-1327882240,0.44
SZSE.002146_201912,0,1.3148,1.4648,-1327882240,0.44
SZSE.002146_202001,0,1.3148,1.4648,-1327882240,0.44
SZSE.002146_202002,0,1.3148,1.4648,-1327882240,0.44
SZSE.002146_202003,0,1.3148,1.4648,-1327882240,0.44
SZSE.002202_201901,0,-0.2703,9.5742,-1386109696,0.2191
SZSE.002202_201902,0,-0.2703,9.5742,-1386109696,0.2191
SZSE.002202_201903,0,-0.2703,9.5742,-1386109696,0.2191
SZSE.002202_201904,0,-10.5907,25.4672,1396117760,-0.827
SZSE.002202_201905,0,-10.5907,25.4672,1396117760,-0.827
SZSE.002202_201906,0,-10.5907,25.4672,1396117760,-0.827
SZSE.002202_201907,0,5.4072,2.8476,1192182272,0.2376
SZSE.002202_201908,0,5.4072,2.8476,1192182272,0.2376
SZSE.002202_201909,0,5.4072,2.8476,1192182272,0.2376
SZSE.002202_201910,0,-1.0337,-3.8065,-544809472,0.0763
SZSE.002202_201911,0,-1.0337,-3.8065,-544809472,0.0763
SZSE.002202_201912,0,-1.0337,-3.8065,-544809472,0.0763
SZSE.002202_202001,0,-1.0337,-3.8065,-544809472,0.0763
SZSE.002202_202002,0,-1.0337,-3.8065,-544809472,0.0763
SZSE.002202_202003,0,-1.0337,-3.8065,-544809472,0.0763
SZSE.002153_201901,0,0.6331,3.2941,-70372352,0.13
SZSE.002153_201902,0,0.6331,3.2941,-70372352,0.13
SZSE.002153_201903,0,0.6331,3.2941,-70372352,0.13
SZSE.002153_201904,0,-3.3352,27.4502,-325857280,-0.36
SZSE.002153_201905,0,-3.3352,27.4502,-325857280,-0.36
SZSE.002153_201906,0,-3.3352,27.4502,-325857280,-0.36
SZSE.002153_201907,0,1.4905,-11.2929,-238132736,0.13
SZSE.002153_201908,0,1.4905,-11.2929,-238132736,0.13
SZSE.002153_201909,0,1.4905,-11.2929,-238132736,0.13
SZSE.002153_201910,0,0.0941,1.6647,113413120,0.1
SZSE.002153_201911,0,0.0941,1.6647,113413120,0.1
SZSE.002153_201912,0,0.0941,1.6647,113413120,0.1
SZSE.002153_202001,0,0.0941,1.6647,113413120,0.1
SZSE.002153_202002,0,0.0941,1.6647,113413120,0.1
SZSE.002153_202003,0,0.0941,1.6647,113413120,0.1
SHSE.600977_201901,0,-2.3329,-3.0686,-383261184,0.106
SHSE.600977_201902,0,-2.3329,-3.0686,-383261184,0.106
SHSE.600977_201903,0,-2.3329,-3.0686,-383261184,0.106
SHSE.600977_201904,0,-1.493,0.7281,668843008,-0.611
SHSE.600977_201905,0,-1.493,0.7281,668843008,-0.611
SHSE.600977_201906,0,-1.493,0.7281,668843008,-0.611
SHSE.600977_201907,0,-0.439,3.5297,-427536896,0.175
SHSE.600977_201908,0,-0.439,3.5297,-427536896,0.175
SHSE.600977_201909,0,-0.439,3.5297,-427536896,0.175
SHSE.600977_201910,0,-1.8228,-7.6316,292918784,0.103
SHSE.600977_201911,0,-1.8228,-7.6316,292918784,0.103
SHSE.600977_201912,0,-1.8228,-7.6316,292918784,0.103
SHSE.600977_202001,0,-1.8228,-7.6316,292918784,0.103
SHSE.600977_202002,0,-1.8228,-7.6316,292918784,0.103
SHSE.600977_202003,0,-1.8228,-7.6316,292918784,0.103
SHSE.601600_201901,0,-2.5403,9.8277,-5913697280,-0.04
SHSE.601600_201902,0,-2.5403,9.8277,-5913697280,-0.04
SHSE.601600_201903,0,-2.5403,9.8277,-5913697280,-0.04
SHSE.601600_201904,0,1.7256,20.4963,-1446037504,-0.021
SHSE.601600_201905,0,1.7256,20.4963,-1446037504,-0.021
SHSE.601600_201906,0,1.7256,20.4963,-1446037504,-0.021
SHSE.601600_201907,0,-0.7639,-4.8395,-351643648,0.012
SHSE.601600_201908,0,-0.7639,-4.8395,-351643648,0.012
SHSE.601600_201909,0,-0.7639,-4.8395,-351643648,0.012
SHSE.601600_201910,0,-0.6833,0.6828,1270069248,0.003
SHSE.601600_201911,0,-0.6833,0.6828,1270069248,0.003
SHSE.601600_201912,0,-0.6833,0.6828,1270069248,0.003
SHSE.601600_202001,0,-0.4654,-10.4539,-3993051136,-0.001
SHSE.601600_202002,0,-0.4654,-10.4539,-3993051136,-0.001
SHSE.601600_202003,0,-0.4654,-10.4539,-3993051136,-0.001
SHSE.601601_201901,0,0.4654,-1.04,0,0.59
SHSE.601601_201902,0,0.4654,-1.04,0,0.59
SHSE.601601_201903,0,0.4654,-1.04,0,0.59
SHSE.601601_201904,0,1.5102,-3.8011,0,-1.39
SHSE.601601_201905,0,1.5102,-3.8011,0,-1.39
SHSE.601601_201906,0,1.5102,-3.8011,0,-1.39
SHSE.601601_201907,0,6.6769,0.6626,0,1.19
SHSE.601601_201908,0,6.6769,0.6626,0,1.19
SHSE.601601_201909,0,6.6769,0.6626,0,1.19
SHSE.601601_201910,0,-1.6343,-0.2783,0,0.74
SHSE.601601_201911,0,-1.6343,-0.2783,0,0.74
SHSE.601601_201912,0,-1.6343,-0.2783,0,0.74
SHSE.601601_202001,0,-2.1913,1.3958,0,0.53
SHSE.601601_202002,0,-2.1913,1.3958,0,0.53
SHSE.601601_202003,0,-2.1913,1.3958,0,0.53
SZSE.300498_201901,0,0.0936,-1.2787,337340416,0.2026
SZSE.300498_201902,0,0.0936,-1.2787,337340416,0.2026
SZSE.300498_201903,0,0.0936,-1.2787,337340416,0.2026
SZSE.300498_201904,0,-17.1174,3.3693,-98404352,-0.8393
SZSE.300498_201905,0,-17.1174,3.3693,-98404352,-0.8393
SZSE.300498_201906,0,-17.1174,3.3693,-98404352,-0.8393
SZSE.300498_201907,0,13.3864,13.9951,-723794432,0.3475
SZSE.300498_201908,0,13.3864,13.9951,-723794432,0.3475
SZSE.300498_201909,0,13.3864,13.9951,-723794432,0.3475
SZSE.300498_201910,0,14.5636,-1.9268,1436208128,0.8974
SZSE.300498_201911,0,14.5636,-1.9268,1436208128,0.8974
SZSE.300498_201912,0,14.5636,-1.9268,1436208128,0.8974
SZSE.300498_202001,0,14.5636,-1.9268,1436208128,0.8974
SZSE.300498_202002,0,14.5636,-1.9268,1436208128,0.8974
SZSE.300498_202003,0,14.5636,-1.9268,1436208128,0.8974
SHSE.600998_201901,0,1.9715,0.7892,544846848,0.31
SHSE.600998_201902,0,1.9715,0.7892,544846848,0.31
SHSE.600998_201903,0,1.9715,0.7892,544846848,0.31
SHSE.600998_201904,0,-0.6176,-6.7988,-497938432,-0.55
SHSE.600998_201906,0,-0.6176,-6.7988,-497938432,-0.55
SHSE.600998_201907,0,1.0027,3.0436,-274825216,0.22
SHSE.600998_201908,0,1.0027,3.0436,-274825216,0.22
SHSE.600998_201909,0,1.0027,3.0436,-274825216,0.22
SHSE.600998_201910,0,-0.7241,1.0236,607588352,0.15
SHSE.600998_201911,0,-0.7241,1.0236,607588352,0.15
SHSE.600998_201912,0,-0.7241,1.0236,607588352,0.15
SHSE.600998_202001,0,-0.7241,1.0236,607588352,0.15
SHSE.600998_202002,0,-0.7241,1.0236,607588352,0.15
SHSE.600998_202003,0,-0.7241,1.0236,607588352,0.15
SHSE.600999_201901,0,0.4635,2.9799,0,0.1708
SHSE.600999_201902,0,0.4635,2.9799,0,0.1708
SHSE.600999_201903,0,0.4635,2.9799,0,0.1708
SHSE.600999_201904,0,5.9306,92.3979,0,-0.2528
SHSE.600999_201905,0,5.9306,92.3979,0,-0.2528
SHSE.600999_201906,0,5.9306,92.3979,0,-0.2528
SHSE.600999_201907,0,-2.203,1.2561,0,0.1755
SHSE.600999_201908,0,-2.203,1.2561,0,0.1755
SHSE.600999_201909,0,-2.203,1.2561,0,0.1755
SHSE.600999_201910,0,-0.9486,-12.8838,0,0.1665
SHSE.600999_201911,0,-0.9486,-12.8838,0,0.1665
SHSE.600999_201912,0,-0.9486,-12.8838,0,0.1665
SHSE.600999_202001,0,1.1383,-0.3111,0,0.34
SHSE.600999_202002,0,1.1383,-0.3111,0,0.34
SHSE.600999_202003,0,1.1383,-0.3111,0,0.34
SZSE.002230_201901,0,3.1129,-10.5896,46174720,0.16
SZSE.002230_201902,0,3.1129,-10.5896,46174720,0.16
SZSE.002230_201903,0,3.1129,-10.5896,46174720,0.16
SZSE.002230_201904,0,-1.8608,-5.3056,720754816,-0.22
SZSE.002230_201905,0,-1.8608,-5.3056,720754816,-0.22
SZSE.002230_201906,0,-1.8608,-5.3056,720754816,-0.22
SZSE.002230_201907,0,-0.4687,-8.3871,107190784,0.04
SZSE.002230_201908,0,-0.4687,-8.3871,107190784,0.04
SZSE.002230_201909,0,-0.4687,-8.3871,107190784,0.04
SZSE.002230_201910,0,0.6138,-7.307,2536125696,0.09
SZSE.002230_201911,0,0.6138,-7.307,2536125696,0.09
SZSE.002230_201912,0,0.6138,-7.307,2536125696,0.09
SZSE.002230_202001,0,0.6138,-7.307,2536125696,0.09
SZSE.002230_202002,0,0.6138,-7.307,2536125696,0.09
SZSE.002230_202003,0,0.6138,-7.307,2536125696,0.09
SHSE.601555_201901,0,0.5078,21.7573,0,0.06
SHSE.601555_201902,0,0.5078,21.7573,0,0.06
SHSE.601555_201903,0,0.5078,21.7573,0,0.06
SHSE.601555_201904,0,10.1907,80.8338,0,0.08
SHSE.601555_201905,0,10.1907,80.8338,0,0.08
SHSE.601555_201906,0,10.1907,80.8338,0,0.08
SHSE.601555_201907,0,-4.5788,-7.0919,0,0.05
SHSE.601555_201908,0,-4.5788,-7.0919,0,0.05
SHSE.601555_201909,0,-4.5788,-7.0919,0,0.05
SHSE.601555_201910,0,-1.3216,-19.6205,0,0.06
SHSE.601555_201911,0,-1.3216,-19.6205,0,0.06
SHSE.601555_201912,0,-1.3216,-19.6205,0,0.06
SHSE.601555_202001,0,-1.3216,-19.6205,0,0.06
SHSE.601555_202002,0,-1.3216,-19.6205,0,0.06
SHSE.601555_202003,0,-1.3216,-19.6205,0,0.06
SHSE.601607_201901,0,-1.7632,2.8286,7102763008,0.1781
SHSE.601607_201902,0,-1.7632,2.8286,7102763008,0.1781
SHSE.601607_201903,0,-1.7632,2.8286,7102763008,0.1781
SHSE.601607_201904,0,0.7623,4.8601,987484160,-0.9754
SHSE.601607_201905,0,0.7623,4.8601,987484160,-0.9754
SHSE.601607_201906,0,0.7623,4.8601,987484160,-0.9754
SHSE.601607_201907,0,0.1732,-4.4361,-1611010048,0.4082
SHSE.601607_201908,0,0.1732,-4.4361,-1611010048,0.4082
SHSE.601607_201909,0,0.1732,-4.4361,-1611010048,0.4082
SHSE.601607_201910,0,-0.2238,-2.4336,554700800,0.3914
SHSE.601607_201911,0,-0.2238,-2.4336,554700800,0.3914
SHSE.601607_201912,0,-0.2238,-2.4336,554700800,0.3914
SHSE.601607_202001,0,-1.2208,-2.2959,-1015351296,0.2441
SHSE.601607_202002,0,-1.2208,-2.2959,-1015351296,0.2441
SHSE.601607_202003,0,-1.2208,-2.2959,-1015351296,0.2441
SZSE.002179_201901,0,-0.0273,-5.4866,1283058176,0.3277
SZSE.002179_201902,0,-0.0273,-5.4866,1283058176,0.3277
SZSE.002179_201903,0,-0.0273,-5.4866,1283058176,0.3277
SZSE.002179_201904,0,-2.1499,23.096,212892672,-0.9218
SZSE.002179_201905,0,-2.1499,23.096,212892672,-0.9218
SZSE.002179_201906,0,-2.1499,23.096,212892672,-0.9218
SZSE.002179_201907,0,3.2338,-17.7289,250333184,0.2667
SZSE.002179_201908,0,3.2338,-17.7289,250333184,0.2667
SZSE.002179_201909,0,3.2338,-17.7289,250333184,0.2667
SZSE.002179_201910,0,-1.9174,-8.8821,392431104,0.2431
SZSE.002179_201911,0,-1.9174,-8.8821,392431104,0.2431
SZSE.002179_201912,0,-1.9174,-8.8821,392431104,0.2431
SZSE.002179_202001,0,-1.9174,-8.8821,392431104,0.2431
SZSE.002179_202002,0,-1.9174,-8.8821,392431104,0.2431
SZSE.002179_202003,0,-1.9174,-8.8821,392431104,0.2431
SZSE.002241_201901,0,-1.7672,3.507,-1844984160,0.01
SZSE.002241_201902,0,-1.7672,3.507,-1844984160,0.01
SZSE.002241_201903,0,-1.7672,3.507,-1844984160,0.01
SZSE.002241_201904,0,-0.4576,48.017,111472352,-0.21
SZSE.002241_201905,0,-0.4576,48.017,111472352,-0.21
SZSE.002241_201906,0,-0.4576,48.017,111472352,-0.21
SZSE.002241_201907,0,1.5331,20.0862,125190848,0.1
SZSE.002241_201908,0,1.5331,20.0862,125190848,0.1
SZSE.002241_201909,0,1.5331,20.0862,125190848,0.1
SZSE.002241_201910,0,1.6017,-4.8797,-442565824,0.15
SZSE.002241_201911,0,1.6017,-4.8797,-442565824,0.15
SZSE.002241_201912,0,1.6017,-4.8797,-442565824,0.15
SZSE.002241_202001,0,1.6017,-4.8797,-442565824,0.15
SZSE.002241_202002,0,1.6017,-4.8797,-442565824,0.15
SZSE.002241_202003,0,1.6017,-4.8797,-442565824,0.15
SZSE.002236_201901,0,2.886,-2.6282,534831104,0.33
SZSE.002236_201902,0,2.886,-2.6282,534831104,0.33
SZSE.002236_201903,0,2.886,-2.6282,534831104,0.33
SZSE.002236_201904,0,-12.0325,-5.3982,-189670400,-0.76
SZSE.002236_201905,0,-12.0325,-5.3982,-189670400,-0.76
SZSE.002236_201906,0,-12.0325,-5.3982,-189670400,-0.76
SZSE.002236_201907,0,9.0499,-10.0729,423217152,0.31
SZSE.002236_201908,0,9.0499,-10.0729,423217152,0.31
SZSE.002236_201909,0,9.0499,-10.0729,423217152,0.31
SZSE.002236_201910,0,-0.2156,-0.8157,452620288,0.22
SZSE.002236_201911,0,-0.2156,-0.8157,452620288,0.22
SZSE.002236_201912,0,-0.2156,-0.8157,452620288,0.22
SZSE.002236_202001,0,-0.2156,-0.8157,452620288,0.22
SZSE.002236_202002,0,-0.2156,-0.8157,452620288,0.22
SZSE.002236_202003,0,-0.2156,-0.8157,452620288,0.22
SHSE.601618_201901,0,1.8973,-1.4975,-5699354624,0.08
SHSE.601618_201902,0,1.8973,-1.4975,-5699354624,0.08
SHSE.601618_201903,0,1.8973,-1.4975,-5699354624,0.08
SHSE.601618_201904,0,0.6529,-4.3326,6624677888,-0.17
SHSE.601618_201905,0,0.6529,-4.3326,6624677888,-0.17
SHSE.601618_201906,0,0.6529,-4.3326,6624677888,-0.17
SHSE.601618_201907,0,-1.0825,11.7624,-11408703488,0.04
SHSE.601618_201908,0,-1.0825,11.7624,-11408703488,0.04
SHSE.601618_201909,0,-1.0825,11.7624,-11408703488,0.04
SHSE.601618_201910,0,-1.3997,-0.2179,7533502464,0.06
SHSE.601618_201911,0,-1.3997,-0.2179,7533502464,0.06
SHSE.601618_201912,0,-1.3997,-0.2179,7533502464,0.06
SHSE.601618_202001,0,-1.3997,-0.2179,7533502464,0.06
SHSE.601618_202002,0,-1.3997,-0.2179,7533502464,0.06
SHSE.601618_202003,0,-1.3997,-0.2179,7533502464,0.06
SZSE.002252_201901,0,1.6085,-2.4156,-85937152,-0.05
SZSE.002252_201902,0,1.6085,-2.4156,-85937152,-0.05
SZSE.002252_201903,0,1.6085,-2.4156,-85937152,-0.05
SZSE.002252_201904,0,20.978,90.5555,244572416,0.35
SZSE.002252_201905,0,20.978,90.5555,244572416,0.35
SZSE.002252_201906,0,20.978,90.5555,244572416,0.35
SZSE.002252_201907,0,-0.512,-49.1387,232426496,0.04
SZSE.002252_201908,0,-0.512,-49.1387,232426496,0.04
SZSE.002252_201909,0,-0.512,-49.1387,232426496,0.04
SZSE.002252_201910,0,-0.2238,0.9539,168258560,0.04
SZSE.002252_201911,0,-0.2238,0.9539,168258560,0.04
SZSE.002252_201912,0,-0.2238,0.9539,168258560,0.04
SZSE.002252_202001,0,-0.2238,0.9539,168258560,0.04
SZSE.002252_202002,0,-0.2238,0.9539,168258560,0.04
SZSE.002252_202003,0,-0.2238,0.9539,168258560,0.04
SHSE.601577_201901,0,-2.1897,1.2392,0,0.21
SHSE.601577_201902,0,-2.1897,1.2392,0,0.21
SHSE.601577_201903,0,-2.1897,1.2392,0,0.21
SHSE.601577_201904,0,0.9107,14.791,0,-1.02
SHSE.601577_201905,0,0.9107,14.791,0,-1.02
SHSE.601577_201906,0,0.9107,14.791,0,-1.02
SHSE.601577_201907,0,-0.4943,-3.3407,0,0.38
SHSE.601577_201908,0,-0.4943,-3.3407,0,0.38
SHSE.601577_201909,0,-0.4943,-3.3407,0,0.38
SHSE.601577_201910,0,0.185,-4.4045,0,0.43
SHSE.601577_201911,0,0.185,-4.4045,0,0.43
SHSE.601577_201912,0,0.185,-4.4045,0,0.43
SHSE.601577_202001,0,0.185,-4.4045,0,0.43
SHSE.601577_202002,0,0.185,-4.4045,0,0.43
SHSE.601577_202003,0,0.185,-4.4045,0,0.43
SHSE.601628_201901,0,-4.6804,-0.3223,0,-0.3
SHSE.601628_201902,0,-4.6804,-0.3223,0,-0.3
SHSE.601628_201903,0,-4.6804,-0.3223,0,-0.3
SHSE.601628_201904,0,27.5645,19.4145,0,0.53
SHSE.601628_201905,0,27.5645,19.4145,0,0.53
SHSE.601628_201906,0,27.5645,19.4145,0,0.53
SHSE.601628_201907,0,-8.8121,-5.5744,0,0.4
SHSE.601628_201908,0,-8.8121,-5.5744,0,0.4
SHSE.601628_201909,0,-8.8121,-5.5744,0,0.4
SHSE.601628_201910,0,-0.1557,3.0586,0,0.71
SHSE.601628_201911,0,-0.1557,3.0586,0,0.71
SHSE.601628_201912,0,-0.1557,3.0586,0,0.71
SHSE.601628_202001,0,-5.7516,0.5172,0,0.02
SHSE.601628_202002,0,-5.7516,0.5172,0,0.02
SHSE.601628_202003,0,-5.7516,0.5172,0,0.02
SZSE.002304_201901,0,-4.5166,-2.9198,2837651456,0.715
SZSE.002304_201902,0,-4.5166,-2.9198,2837651456,0.715
SZSE.002304_201903,0,-4.5166,-2.9198,2837651456,0.715
SZSE.002304_201904,0,19.3093,-7.1207,3965442048,-2.7169
SZSE.002304_201905,0,19.3093,-7.1207,3965442048,-2.7169
SZSE.002304_201906,0,19.3093,-7.1207,3965442048,-2.7169
SZSE.002304_201907,0,-12.3439,-4.164,-3351721984,1.0358
SZSE.002304_201908,0,-12.3439,-4.164,-3351721984,1.0358
SZSE.002304_201909,0,-12.3439,-4.164,-3351721984,1.0358
SZSE.002304_201910,0,-5.4073,-9.3821,370581504,1.0382
SZSE.002304_201911,0,-5.4073,-9.3821,370581504,1.0382
SZSE.002304_201912,0,-5.4073,-9.3821,370581504,1.0382
SZSE.002304_202001,0,-5.4073,-9.3821,370581504,1.0382
SZSE.002304_202002,0,-5.4073,-9.3821,370581504,1.0382
SZSE.002304_202003,0,-5.4073,-9.3821,370581504,1.0382
SHSE.601633_201901,0,-0.1802,-6.9876,-806821888,0.1403
SHSE.601633_201902,0,-0.1802,-6.9876,-806821888,0.1403
SHSE.601633_201903,0,-0.1802,-6.9876,-806821888,0.1403
SHSE.601633_201904,0,-4.4047,-12.9315,2575043584,-0.4858
SHSE.601633_201905,0,-4.4047,-12.9315,2575043584,-0.4858
SHSE.601633_201906,0,-4.4047,-12.9315,2575043584,-0.4858
SHSE.601633_201907,0,-0.0048,-0.1515,1096492032,0.0815
SHSE.601633_201908,0,-0.0048,-0.1515,1096492032,0.0815
SHSE.601633_201909,0,-0.0048,-0.1515,1096492032,0.0815
SHSE.601633_201910,0,1.538,8.8979,1387729920,0.1534
SHSE.601633_201911,0,1.538,8.8979,1387729920,0.1534
SHSE.601633_201912,0,1.538,8.8979,1387729920,0.1534
SHSE.601633_202001,0,1.538,8.8979,1387729920,0.1534
SHSE.601633_202002,0,1.538,8.8979,1387729920,0.1534
SHSE.601633_202003,0,1.538,8.8979,1387729920,0.1534
SZSE.002311_201901,0,-3.9607,13.1446,664097536,0.08
SZSE.002311_201902,0,-3.9607,13.1446,664097536,0.08
SZSE.002311_201903,0,-3.9607,13.1446,664097536,0.08
SZSE.002311_201904,0,-13.9545,-7.241,-116308992,-0.82
SZSE.002311_201905,0,-13.9545,-7.241,-116308992,-0.82
SZSE.002311_201906,0,-13.9545,-7.241,-116308992,-0.82
SZSE.002311_201907,0,10.7619,-3.1102,-858402176,0.35
SZSE.002311_201908,0,10.7619,-3.1102,-858402176,0.35
SZSE.002311_201909,0,10.7619,-3.1102,-858402176,0.35
SZSE.002311_201910,0,5.6534,-3.9605,-306156864,0.47
SZSE.002311_201911,0,5.6534,-3.9605,-306156864,0.47
SZSE.002311_201912,0,5.6534,-3.9605,-306156864,0.47
SZSE.002311_202001,0,5.6534,-3.9605,-306156864,0.47
SZSE.002311_202002,0,5.6534,-3.9605,-306156864,0.47
SZSE.002311_202003,0,5.6534,-3.9605,-306156864,0.47
SZSE.002271_201901,0,0.123,3.0321,-375688960,0.6
SZSE.002271_201902,0,0.123,3.0321,-375688960,0.6
SZSE.002271_201903,0,0.123,3.0321,-375688960,0.6
SZSE.002271_201904,0,-15.1415,4.5553,-313562368,-0.92
SZSE.002271_201905,0,-15.1415,4.5553,-313562368,-0.92
SZSE.002271_201906,0,-15.1415,4.5553,-313562368,-0.92
SZSE.002271_201907,0,16.929,-0.1295,487181824,0.52
SZSE.002271_201908,0,16.929,-0.1295,487181824,0.52
SZSE.002271_201909,0,16.929,-0.1295,487181824,0.52
SZSE.002271_201910,0,1.989,-2.2431,696428032,0.44
SZSE.002271_201911,0,1.989,-2.2431,696428032,0.44
SZSE.002271_201912,0,1.989,-2.2431,696428032,0.44
